fav_partners,project_prefs
"[93, 97, 72]","[1, 3, 0, 0, 2, 3, 0, 1, 0, 1, 2, 1, 2, 0, 2, 1, 3, 1, 1, 0]"
[150],"[2, 1, 2, 3, 3, 2, 0, 3, 2, 1, 0, 0, 2, 2, 0, 0, 1, 0, 1, 2]"
"[168, 40]","[2, 2, 3, 3, 3, 3, 1, 3, 3, 3, 3, 1, 2, 3, 3, 3, 1, 0, 0, 2]"
[127],"[1, 2, 0, 1, 1, 0, 2, 3, 0, 1, 0, 0, 3, 2, 2, 3, 3, 1, 3, 3]"
"[100, 84, 118]","[1, 0, 2, 1, 1, 3, 3, 0, 3, 0, 1, 2, 3, 1, 0, 1, 0, 2, 3, 3]"
[165],"[1, 0, 3, 1, 0, 1, 2, 0, 0, 3, 1, 0, 1, 1, 3, 1, 3, 3, 2, 0]"
"[24, 178, 7, 189]","[0, 3, 3, 0, 3, 3, 3, 3, 0, 0, 1, 0, 2, 1, 0, 0, 0, 3, 3, 1]"
"[6, 58, 179, 129]","[3, 2, 0, 0, 3, 1, 3, 3, 0, 0, 3, 0, 2, 1, 0, 0, 0, 3, 3, 1]"
"[24, 117, 164, 67]","[0, 0, 3, 3, 2, 0, 3, 0, 3, 3, 0, 0, 0, 2, 2, 3, 0, 0, 0, 2]"
"[141, 97, 105, 57]","[2, 3, 1, 3, 2, 1, 3, 2, 0, 2, 3, 1, 3, 1, 3, 2, 3, 2, 0, 0]"
"[38, 160, 150, 72, 157]","[0, 2, 0, 2, 1, 2, 1, 2, 2, 0, 3, 0, 1, 3, 1, 1, 0, 0, 1, 3]"
"[49, 89]","[0, 0, 1, 2, 0, 1, 2, 0, 2, 0, 0, 2, 3, 3, 0, 1, 0, 1, 0, 3]"
"[114, 165, 61]","[2, 1, 0, 3, 2, 0, 2, 1, 3, 2, 3, 0, 2, 0, 1, 2, 3, 2, 2, 1]"
"[54, 192]","[1, 0, 0, 3, 3, 3, 0, 1, 2, 3, 3, 1, 3, 0, 2, 0, 3, 1, 0, 0]"
"[20, 1]","[2, 2, 2, 3, 3, 2, 0, 0, 2, 1, 0, 0, 1, 0, 0, 1, 1, 3, 1, 2]"
"[54, 7, 144]","[3, 2, 0, 0, 3, 1, 3, 3, 0, 0, 3, 0, 2, 1, 0, 0, 0, 3, 3, 1]"
"[159, 67, 108]","[0, 1, 2, 2, 2, 1, 3, 0, 2, 3, 3, 2, 0, 3, 3, 3, 2, 3, 2, 0]"
"[124, 29]","[0, 2, 2, 3, 1, 2, 2, 1, 2, 0, 3, 2, 2, 3, 1, 1, 1, 0, 3, 0]"
[7],"[2, 2, 0, 0, 2, 1, 3, 3, 0, 0, 3, 0, 2, 1, 0, 0, 0, 3, 3, 1]"
[58],"[3, 3, 1, 1, 3, 0, 0, 1, 0, 3, 3, 2, 2, 1, 2, 3, 2, 0, 3, 2]"
"[14, 8, 57]","[0, 2, 3, 3, 2, 0, 0, 0, 3, 3, 0, 0, 1, 0, 0, 1, 1, 0, 1, 2]"
[50],"[3, 2, 2, 1, 1, 1, 2, 3, 3, 0, 2, 0, 1, 0, 3, 1, 3, 2, 2, 2]"
"[144, 10, 162, 28, 82]","[0, 2, 0, 2, 1, 2, 1, 2, 2, 0, 3, 0, 1, 3, 3, 1, 0, 0, 1, 3]"
"[119, 35, 63, 144, 67]","[1, 3, 0, 0, 3, 1, 2, 3, 0, 1, 1, 2, 2, 2, 2, 1, 3, 1, 1, 2]"
"[6, 151, 103, 116, 127]","[0, 3, 3, 0, 3, 3, 3, 3, 0, 0, 1, 0, 2, 1, 2, 1, 0, 3, 3, 1]"
"[53, 195, 66, 188]","[2, 3, 2, 2, 0, 3, 1, 2, 1, 3, 3, 2, 1, 0, 2, 2, 0, 1, 1, 0]"
"[159, 129, 72, 106]","[1, 0, 1, 1, 2, 1, 2, 3, 0, 0, 0, 2, 2, 2, 0, 0, 2, 3, 3, 1]"
"[49, 58, 121]","[3, 0, 2, 3, 1, 3, 2, 2, 3, 0, 0, 1, 1, 3, 1, 1, 0, 0, 2, 2]"
"[1, 155]","[2, 1, 2, 3, 3, 2, 0, 3, 2, 1, 0, 3, 2, 2, 1, 2, 2, 2, 1, 2]"
"[129, 69, 22, 82, 159]","[0, 2, 0, 2, 3, 2, 1, 2, 2, 0, 3, 0, 0, 3, 3, 0, 0, 0, 1, 3]"
[26],"[1, 0, 1, 1, 3, 1, 2, 1, 2, 0, 0, 2, 3, 2, 0, 0, 2, 3, 3, 1]"
"[32, 89]","[3, 2, 2, 3, 2, 0, 1, 0, 1, 0, 2, 1, 2, 3, 0, 2, 2, 1, 0, 2]"
"[31, 48, 130]","[3, 1, 2, 3, 2, 0, 0, 0, 1, 1, 1, 3, 2, 3, 0, 2, 1, 1, 3, 2]"
"[61, 138, 195, 59]","[3, 2, 3, 1, 3, 0, 3, 1, 2, 1, 0, 2, 3, 0, 1, 3, 3, 3, 3, 2]"
"[16, 68]","[0, 1, 2, 2, 2, 3, 3, 0, 2, 3, 0, 3, 2, 3, 1, 3, 2, 3, 2, 0]"
"[23, 80]","[0, 3, 0, 0, 3, 1, 2, 3, 0, 1, 2, 2, 2, 2, 2, 1, 3, 0, 1, 2]"
[100],"[1, 3, 3, 3, 1, 3, 1, 2, 1, 3, 3, 1, 0, 3, 2, 1, 3, 0, 1, 0]"
"[194, 122, 79, 14, 179]","[2, 2, 2, 3, 3, 2, 0, 0, 2, 0, 0, 3, 2, 2, 1, 1, 3, 3, 1, 2]"
"[10, 130, 119, 46]","[0, 2, 3, 2, 1, 2, 0, 2, 2, 0, 3, 0, 1, 3, 2, 1, 0, 0, 1, 3]"
"[99, 32]","[1, 1, 2, 3, 2, 0, 0, 3, 1, 1, 1, 3, 3, 3, 1, 2, 1, 1, 3, 0]"
"[2, 189, 94]","[2, 2, 3, 3, 3, 3, 1, 3, 3, 3, 3, 2, 2, 3, 3, 3, 1, 0, 0, 2]"
"[15, 176]","[2, 3, 0, 0, 3, 0, 3, 3, 0, 2, 3, 0, 2, 1, 1, 0, 0, 3, 1, 1]"
[194],"[3, 1, 3, 1, 2, 0, 1, 2, 1, 2, 0, 3, 0, 3, 1, 1, 0, 1, 3, 1]"
"[171, 176, 168, 179, 167]","[1, 3, 2, 1, 2, 1, 3, 3, 2, 1, 3, 2, 1, 0, 2, 1, 2, 3, 1, 1]"
"[86, 83, 87, 173]","[1, 0, 2, 3, 2, 3, 2, 3, 2, 1, 0, 0, 2, 2, 2, 1, 0, 2, 2, 0]"
"[181, 33, 146, 162, 183]","[3, 2, 3, 3, 3, 0, 3, 0, 2, 2, 0, 2, 1, 0, 1, 3, 3, 3, 3, 2]"
"[38, 22, 65]","[0, 0, 0, 2, 0, 2, 1, 2, 2, 0, 3, 3, 1, 3, 3, 1, 1, 0, 1, 3]"
"[125, 177, 157]","[3, 3, 3, 1, 1, 3, 3, 2, 1, 2, 3, 2, 1, 1, 1, 1, 2, 2, 1, 0]"
"[32, 60]","[3, 1, 1, 2, 2, 1, 0, 0, 1, 0, 0, 3, 2, 0, 0, 2, 1, 1, 3, 2]"
"[27, 183, 108]","[0, 0, 2, 3, 1, 2, 1, 2, 1, 3, 0, 1, 1, 3, 1, 1, 0, 0, 2, 2]"
"[21, 19, 159]","[3, 2, 2, 1, 3, 0, 1, 1, 0, 3, 2, 2, 1, 1, 3, 2, 2, 2, 3, 2]"
