fav_partners,project_prefs
"[95, 120]","[1, 1, 1, 2, 1, 1, 0, 1, 2, 2, 3, 1, 2, 2, 1, 3, 3, 0, 1, 2]"
"[17, 119]","[1, 2, 3, 2, 1, 0, 3, 3, 0, 2, 1, 0, 1, 2, 1, 1, 2, 0, 2, 1]"
[120],"[0, 0, 0, 0, 1, 3, 1, 2, 0, 0, 2, 2, 3, 3, 1, 3, 0, 0, 0, 0]"
"[160, 21, 14, 198]","[3, 2, 0, 2, 0, 0, 1, 1, 1, 0, 3, 0, 1, 1, 3, 1, 1, 1, 1, 1]"
"[150, 22, 29, 147]","[1, 1, 0, 1, 1, 3, 0, 2, 3, 2, 1, 1, 1, 2, 2, 2, 2, 1, 1, 1]"
"[170, 113]","[0, 0, 3, 1, 3, 1, 0, 2, 2, 3, 1, 0, 2, 1, 1, 3, 0, 3, 3, 2]"
"[187, 146]","[0, 3, 2, 0, 2, 1, 1, 0, 1, 1, 3, 3, 0, 0, 3, 2, 2, 3, 3, 3]"
[32],"[1, 1, 3, 0, 0, 2, 1, 0, 3, 0, 3, 1, 3, 1, 0, 1, 1, 0, 3, 1]"
[111],"[1, 2, 2, 2, 3, 1, 2, 1, 3, 0, 1, 1, 1, 2, 2, 0, 3, 1, 2, 2]"
"[88, 32, 96]","[3, 1, 1, 0, 0, 3, 0, 2, 2, 0, 0, 3, 3, 3, 1, 3, 2, 1, 3, 2]"
"[128, 158, 27, 16]","[2, 2, 0, 2, 1, 0, 2, 1, 3, 0, 0, 1, 1, 3, 1, 1, 0, 3, 1, 1]"
"[32, 46]","[3, 1, 0, 3, 0, 0, 0, 3, 1, 3, 0, 1, 2, 3, 2, 1, 2, 3, 0, 0]"
"[2, 127, 107, 139]","[0, 0, 0, 0, 1, 3, 1, 2, 1, 0, 2, 2, 3, 3, 2, 3, 0, 0, 0, 0]"
"[153, 161]","[2, 1, 0, 1, 2, 1, 1, 0, 2, 0, 3, 3, 2, 1, 0, 2, 2, 0, 2, 3]"
[3],"[3, 1, 0, 2, 0, 0, 1, 0, 1, 0, 3, 1, 1, 1, 3, 0, 0, 1, 1, 1]"
"[29, 32, 130, 137]","[3, 1, 0, 2, 3, 3, 0, 0, 3, 0, 1, 1, 3, 1, 0, 2, 0, 1, 2, 2]"
"[10, 31]","[0, 2, 0, 2, 1, 0, 2, 1, 3, 0, 0, 1, 1, 3, 1, 1, 0, 3, 2, 0]"
[157],"[0, 2, 2, 3, 1, 3, 3, 3, 2, 2, 0, 2, 2, 1, 2, 2, 3, 2, 3, 3]"
"[49, 94, 30]","[1, 3, 2, 2, 1, 1, 3, 1, 3, 0, 0, 3, 1, 1, 1, 3, 3, 3, 1, 3]"
"[33, 82, 58]","[0, 0, 2, 2, 2, 1, 3, 2, 1, 0, 3, 0, 0, 2, 0, 2, 3, 0, 1, 0]"
"[12, 176, 135, 140, 126]","[0, 0, 0, 0, 1, 3, 1, 3, 1, 0, 2, 1, 3, 3, 2, 1, 0, 0, 1, 0]"
[176],"[1, 0, 0, 2, 2, 3, 1, 0, 3, 1, 3, 3, 3, 1, 3, 0, 1, 1, 3, 3]"
"[40, 130, 46, 125, 165]","[3, 0, 2, 1, 3, 3, 1, 0, 2, 3, 3, 2, 1, 2, 3, 3, 0, 2, 0, 2]"
"[35, 11, 177]","[3, 1, 0, 3, 1, 1, 0, 0, 1, 3, 2, 1, 2, 3, 2, 2, 2, 3, 0, 0]"
"[178, 72]","[0, 0, 1, 3, 3, 0, 2, 3, 1, 3, 0, 1, 3, 2, 1, 3, 3, 0, 3, 3]"
"[87, 63, 69]","[0, 0, 2, 1, 2, 2, 3, 2, 1, 3, 3, 1, 0, 3, 2, 0, 3, 3, 1, 0]"
"[106, 74, 166, 82, 160]","[1, 3, 0, 2, 1, 0, 2, 0, 0, 2, 2, 0, 3, 2, 2, 3, 0, 0, 1, 2]"
[39],"[2, 3, 0, 3, 0, 0, 2, 1, 3, 1, 3, 1, 2, 1, 0, 2, 0, 3, 3, 0]"
"[50, 4, 126]","[1, 1, 0, 3, 1, 3, 0, 2, 3, 2, 1, 1, 1, 2, 2, 2, 2, 1, 1, 2]"
"[15, 65, 157]","[3, 0, 2, 1, 3, 0, 0, 0, 3, 0, 1, 1, 1, 3, 3, 2, 0, 3, 2, 2]"
"[18, 169, 100, 25, 47]","[2, 0, 2, 1, 2, 1, 3, 0, 3, 0, 1, 3, 1, 3, 1, 0, 2, 3, 0, 1]"
"[16, 145, 36]","[0, 2, 0, 2, 1, 0, 3, 1, 3, 0, 0, 1, 1, 3, 1, 2, 3, 3, 2, 0]"
"[187, 23, 110, 82, 79]","[3, 1, 0, 2, 1, 0, 0, 0, 1, 0, 3, 0, 2, 3, 0, 2, 2, 3, 0, 1]"
"[106, 89, 104, 121]","[0, 0, 2, 3, 3, 0, 0, 3, 2, 3, 1, 0, 1, 1, 3, 1, 0, 0, 3, 1]"
"[64, 8, 29, 73]","[1, 2, 2, 2, 3, 3, 2, 1, 3, 0, 2, 1, 0, 2, 2, 2, 0, 3, 2, 2]"
