fav_partners,project_prefs
[98],"[3, 0, 3, 3, 1, 0, 0, 3, 2, 0, 3, 3, 0, 0, 3, 3, 2, 1, 3, 1]"
"[116, 72, 187]","[3, 1, 3, 1, 3, 3, 3, 1, 0, 0, 3, 1, 0, 1, 0, 0, 1, 3, 2, 2]"
[19],"[1, 0, 1, 1, 0, 1, 2, 1, 0, 3, 0, 1, 3, 1, 1, 3, 3, 3, 2, 1]"
"[172, 122, 26, 46]","[0, 0, 3, 1, 2, 2, 3, 2, 2, 1, 0, 3, 3, 0, 1, 1, 3, 1, 1, 2]"
"[99, 153, 46, 184, 162]","[1, 0, 0, 0, 2, 2, 3, 1, 1, 1, 2, 3, 3, 0, 2, 1, 3, 2, 3, 1]"
[6],"[2, 3, 0, 2, 1, 3, 1, 0, 3, 1, 0, 1, 1, 3, 0, 3, 0, 1, 3, 1]"
"[5, 53, 148, 94]","[2, 1, 0, 3, 1, 3, 1, 0, 0, 0, 0, 1, 1, 3, 0, 2, 1, 0, 3, 1]"
"[198, 129, 134, 177]","[0, 2, 3, 3, 3, 1, 1, 2, 3, 1, 2, 2, 1, 0, 1, 3, 1, 0, 3, 2]"
"[180, 0]","[1, 0, 3, 2, 3, 0, 1, 3, 2, 0, 3, 3, 0, 0, 3, 1, 1, 1, 3, 1]"
"[141, 174, 185, 177]","[1, 3, 1, 3, 0, 3, 2, 3, 0, 1, 3, 0, 0, 1, 0, 2, 0, 0, 2, 2]"
"[28, 90]","[1, 0, 0, 0, 2, 2, 1, 1, 1, 2, 3, 2, 3, 1, 3, 1, 2, 1, 3, 2]"
"[190, 74, 112, 32, 44]","[2, 0, 0, 2, 0, 3, 3, 1, 3, 3, 3, 0, 1, 1, 3, 3, 3, 1, 3, 1]"
"[69, 137, 64, 28]","[0, 1, 1, 1, 3, 3, 0, 3, 1, 0, 2, 2, 2, 1, 1, 2, 2, 3, 3, 3]"
"[61, 51]","[1, 2, 0, 1, 3, 1, 1, 2, 0, 0, 0, 1, 3, 3, 2, 3, 0, 1, 0, 0]"
[156],"[3, 1, 0, 3, 2, 3, 2, 0, 1, 0, 1, 1, 2, 1, 0, 3, 2, 0, 2, 0]"
"[66, 58, 52]","[3, 1, 2, 2, 0, 1, 2, 1, 0, 3, 3, 2, 3, 0, 3, 3, 0, 2, 2, 3]"
[47],"[3, 3, 1, 0, 1, 2, 1, 2, 0, 1, 3, 0, 2, 1, 2, 0, 3, 0, 2, 2]"
"[26, 12, 114]","[2, 1, 1, 1, 3, 3, 0, 0, 1, 0, 2, 1, 2, 1, 1, 2, 2, 3, 3, 3]"
"[35, 33, 125, 173]","[3, 3, 2, 3, 0, 2, 3, 1, 1, 1, 2, 2, 2, 0, 3, 3, 0, 2, 1, 0]"
[2],"[1, 1, 1, 1, 1, 1, 2, 0, 0, 3, 2, 1, 3, 1, 3, 3, 3, 3, 0, 1]"
"[164, 17, 129]","[2, 1, 1, 1, 3, 3, 0, 0, 1, 2, 2, 1, 0, 1, 1, 1, 2, 3, 3, 3]"
"[8, 149]","[1, 0, 3, 2, 3, 0, 1, 3, 1, 0, 2, 3, 0, 3, 3, 1, 0, 1, 3, 1]"
"[2, 111]","[1, 0, 1, 1, 0, 1, 2, 1, 0, 0, 2, 0, 3, 1, 3, 3, 3, 3, 3, 1]"
[46],"[1, 0, 3, 0, 2, 3, 2, 3, 1, 1, 1, 3, 3, 3, 0, 1, 2, 0, 0, 0]"
