fav_partners,project_prefs
"[278, 810]","[2, 0, 1, 1, 2, 1, 1, 3, 3, 1, 0, 3, 0, 2, 3, 1, 3, 0, 3, 0, 0, 2, 3, 0, 2, 3, 0, 1, 2, 3, 0, 2, 3, 3, 0, 1, 2, 1, 1, 2, 3, 1, 0, 2, 0, 3, 2, 2, 3, 1, 0, 1, 3, 3, 0, 3, 1, 0, 2, 1, 1, 1, 0, 2, 1, 3, 2, 3, 3, 0, 0, 1, 1, 0, 3, 2, 3, 3, 1, 2, 1, 2, 2, 2, 3, 0, 0, 3, 3, 3]"
[63],"[2, 2, 2, 1, 2, 1, 2, 3, 0, 2, 2, 2, 2, 2, 1, 3, 2, 2, 1, 2, 1, 2, 1, 3, 3, 0, 0, 1, 0, 1, 0, 3, 2, 1, 3, 3, 3, 3, 3, 2, 2, 1, 2, 0, 3, 2, 3, 2, 2, 2, 1, 3, 1, 2, 2, 2, 3, 0, 2, 0, 2, 2, 0, 3, 2, 3, 1, 3, 1, 0, 2, 2, 2, 3, 1, 0, 3, 3, 2, 3, 0, 3, 2, 0, 2, 0, 3, 1, 1, 1]"
"[173, 730, 271, 399, 151]","[1, 1, 3, 1, 3, 0, 3, 0, 0, 3, 1, 3, 3, 1, 1, 2, 3, 0, 2, 1, 2, 0, 3, 3, 0, 0, 0, 3, 3, 2, 0, 1, 0, 1, 2, 2, 1, 3, 0, 3, 3, 0, 0, 3, 2, 0, 3, 0, 0, 3, 1, 3, 2, 3, 2, 2, 1, 0, 2, 1, 0, 2, 3, 1, 3, 3, 3, 1, 2, 1, 3, 2, 3, 0, 3, 3, 1, 2, 3, 0, 2, 2, 0, 1, 0, 1, 0, 1, 2, 0]"
"[535, 50, 215, 163, 429]","[1, 2, 2, 2, 1, 0, 2, 1, 2, 1, 2, 0, 0, 2, 0, 3, 1, 2, 0, 1, 3, 1, 0, 1, 2, 2, 3, 0, 3, 0, 2, 1, 3, 0, 1, 2, 3, 2, 2, 3, 0, 1, 0, 3, 3, 1, 3, 2, 1, 3, 2, 2, 2, 0, 3, 1, 1, 1, 0, 3, 0, 1, 1, 0, 0, 1, 1, 3, 3, 0, 1, 0, 3, 2, 1, 0, 0, 3, 3, 2, 0, 3, 0, 1, 0, 0, 2, 3, 1, 1]"
"[433, 512, 91, 520, 67]","[2, 0, 0, 2, 2, 1, 0, 2, 0, 2, 2, 2, 2, 1, 2, 3, 0, 2, 0, 3, 1, 1, 1, 1, 2, 3, 1, 3, 0, 1, 0, 1, 2, 1, 1, 3, 1, 0, 3, 0, 0, 3, 3, 2, 0, 2, 3, 2, 2, 1, 3, 0, 1, 2, 0, 0, 1, 3, 0, 0, 2, 2, 3, 3, 0, 3, 1, 1, 1, 3, 2, 0, 3, 3, 1, 0, 2, 2, 3, 2, 2, 3, 2, 1, 3, 3, 3, 3, 1, 3]"
"[536, 338, 841, 731, 201]","[1, 2, 0, 0, 3, 0, 1, 1, 3, 3, 2, 1, 1, 0, 2, 2, 3, 1, 2, 0, 3, 2, 1, 3, 3, 3, 0, 1, 1, 0, 1, 3, 3, 2, 1, 1, 2, 3, 3, 2, 0, 3, 2, 1, 0, 0, 0, 2, 0, 1, 2, 3, 3, 2, 3, 3, 2, 0, 0, 3, 2, 2, 0, 1, 0, 1, 0, 1, 0, 3, 3, 3, 1, 2, 1, 2, 0, 3, 1, 0, 1, 3, 1, 2, 0, 0, 0, 2, 3, 1]"
"[671, 889, 562, 532]","[0, 1, 3, 1, 2, 1, 3, 3, 1, 1, 1, 0, 1, 1, 1, 1, 2, 0, 2, 1, 2, 3, 2, 2, 1, 0, 2, 0, 2, 3, 3, 0, 0, 0, 0, 3, 1, 1, 3, 1, 1, 2, 3, 2, 1, 1, 1, 2, 2, 3, 3, 3, 1, 3, 0, 2, 3, 1, 3, 1, 0, 0, 0, 2, 2, 3, 0, 1, 0, 2, 2, 2, 1, 1, 3, 2, 2, 3, 1, 0, 2, 1, 0, 0, 1, 0, 2, 1, 1, 1]"
"[246, 550, 758]","[0, 1, 2, 3, 1, 1, 1, 0, 2, 2, 3, 3, 0, 1, 1, 3, 1, 0, 2, 2, 3, 2, 2, 2, 1, 1, 3, 3, 1, 0, 1, 2, 2, 3, 3, 1, 2, 0, 2, 3, 2, 0, 2, 3, 3, 1, 3, 0, 2, 0, 0, 2, 0, 0, 3, 0, 2, 2, 2, 1, 3, 0, 3, 1, 2, 0, 0, 2, 1, 0, 0, 1, 2, 3, 0, 1, 0, 2, 3, 2, 0, 2, 3, 0, 1, 2, 1, 2, 3, 1]"
"[224, 191]","[0, 1, 3, 3, 1, 0, 3, 1, 3, 2, 1, 2, 2, 3, 0, 0, 0, 1, 0, 1, 3, 3, 2, 3, 1, 3, 3, 2, 0, 2, 0, 2, 1, 0, 1, 3, 1, 1, 0, 3, 1, 3, 3, 3, 0, 0, 2, 0, 0, 3, 1, 2, 2, 2, 3, 0, 1, 2, 0, 0, 1, 3, 3, 3, 0, 2, 1, 0, 0, 1, 0, 1, 0, 2, 3, 2, 3, 1, 1, 1, 2, 1, 3, 3, 1, 3, 2, 1, 2, 2]"
"[505, 222, 788, 219]","[2, 3, 0, 2, 0, 0, 0, 1, 1, 2, 0, 0, 1, 3, 0, 2, 0, 3, 3, 0, 0, 0, 3, 0, 3, 3, 3, 0, 1, 0, 2, 3, 1, 1, 1, 2, 0, 0, 2, 1, 1, 1, 2, 3, 3, 3, 1, 2, 1, 0, 3, 1, 1, 1, 0, 1, 3, 3, 2, 1, 2, 2, 2, 3, 3, 0, 1, 2, 1, 2, 2, 1, 0, 1, 2, 2, 2, 1, 3, 2, 2, 3, 0, 1, 3, 0, 1, 3, 0, 1]"
