fav_partners,project_prefs
"[592, 151]","[3, 2, 1, 2, 1, 2, 3, 0, 1, 0, 3, 0, 1, 2, 2, 3, 3, 3, 3, 3, 2, 3, 0, 0, 2, 1, 3, 2, 1, 3, 3, 3, 3, 3, 1, 1, 0, 3, 3, 2, 2, 1, 0, 1, 1, 3, 1, 1, 3, 0, 2, 3, 2, 3, 3, 1, 0, 0, 1, 0, 0, 1, 3, 1, 3, 2, 1, 0, 1, 0]"
"[145, 229, 493, 691, 673]","[3, 2, 3, 1, 2, 3, 2, 3, 3, 3, 2, 3, 2, 0, 3, 3, 1, 1, 2, 1, 3, 2, 0, 0, 2, 1, 1, 2, 1, 2, 1, 1, 2, 2, 0, 0, 2, 2, 0, 0, 1, 0, 1, 3, 1, 0, 3, 2, 0, 3, 3, 2, 1, 3, 2, 2, 1, 0, 1, 2, 3, 1, 1, 1, 1, 0, 2, 2, 2, 0]"
"[371, 573, 681]","[2, 1, 3, 3, 3, 3, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 2, 2, 2, 1, 0, 0, 1, 3, 0, 0, 3, 3, 3, 0, 1, 3, 3, 2, 2, 1, 1, 0, 1, 0, 3, 0, 2, 3, 2, 0, 0, 3, 2, 0, 2, 3, 1, 2, 2, 2, 3, 0, 1, 0, 1, 1, 2, 0, 3, 0, 3, 3, 0, 1]"
"[604, 359, 187, 543]","[3, 1, 2, 0, 1, 2, 3, 2, 1, 0, 1, 1, 3, 0, 3, 2, 0, 3, 0, 3, 0, 3, 1, 2, 1, 2, 3, 2, 1, 3, 2, 1, 3, 2, 3, 1, 3, 1, 1, 0, 3, 1, 1, 0, 2, 0, 3, 1, 0, 3, 3, 1, 0, 2, 3, 0, 0, 1, 2, 2, 0, 1, 3, 3, 0, 2, 1, 2, 0, 1]"
"[173, 274, 667]","[0, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 0, 3, 2, 2, 2, 1, 3, 0, 0, 0, 1, 0, 1, 0, 0, 2, 0, 1, 0, 0, 1, 0, 3, 2, 1, 1, 2, 0, 1, 1, 0, 3, 1, 2, 1, 2, 2, 3, 2, 2, 2, 2, 3, 1, 2, 1, 1, 0, 1, 2, 1, 3, 3, 0, 2, 3, 1, 3, 1]"
"[492, 273]","[0, 0, 2, 2, 0, 1, 1, 1, 1, 3, 0, 3, 0, 1, 2, 3, 3, 3, 1, 1, 3, 2, 1, 1, 1, 1, 0, 3, 0, 1, 1, 1, 3, 2, 0, 3, 0, 0, 1, 3, 3, 3, 0, 3, 1, 2, 2, 3, 2, 0, 3, 0, 2, 0, 0, 0, 2, 3, 3, 0, 3, 1, 3, 1, 0, 3, 1, 1, 3, 1]"
"[479, 478, 114, 539]","[3, 3, 1, 2, 1, 1, 1, 1, 1, 3, 0, 2, 3, 3, 3, 3, 3, 0, 1, 2, 3, 1, 3, 2, 1, 0, 3, 1, 1, 1, 3, 0, 2, 2, 3, 2, 3, 0, 0, 1, 1, 0, 2, 2, 1, 3, 2, 2, 0, 3, 0, 0, 1, 0, 1, 0, 3, 0, 0, 0, 0, 1, 3, 3, 3, 3, 2, 0, 1, 1]"
[11],"[1, 2, 3, 3, 3, 0, 2, 0, 0, 2, 1, 0, 2, 3, 1, 3, 1, 1, 1, 1, 2, 1, 2, 0, 2, 0, 2, 1, 1, 1, 2, 3, 3, 1, 2, 3, 0, 3, 2, 0, 2, 3, 0, 1, 2, 0, 0, 1, 3, 2, 3, 0, 3, 0, 2, 0, 0, 1, 0, 1, 3, 3, 2, 0, 3, 1, 0, 1, 1, 0]"
"[558, 484, 26, 208, 659]","[0, 2, 2, 1, 2, 0, 2, 0, 3, 2, 2, 0, 1, 1, 3, 2, 2, 0, 3, 2, 2, 1, 1, 0, 3, 0, 3, 1, 3, 0, 1, 1, 0, 0, 3, 2, 2, 2, 0, 3, 2, 3, 3, 1, 2, 2, 2, 2, 2, 3, 2, 2, 3, 3, 3, 0, 1, 1, 0, 2, 0, 1, 3, 2, 2, 3, 1, 3, 0, 0]"
[421],"[2, 3, 0, 1, 1, 0, 1, 0, 0, 2, 3, 0, 2, 0, 2, 2, 2, 3, 2, 3, 2, 2, 3, 2, 0, 0, 0, 0, 3, 0, 0, 2, 3, 2, 3, 3, 3, 2, 1, 1, 2, 1, 0, 1, 1, 1, 3, 0, 2, 0, 0, 2, 2, 2, 0, 2, 2, 1, 0, 2, 2, 3, 3, 3, 3, 1, 1, 3, 3, 1]"
[624],"[2, 0, 1, 1, 3, 2, 3, 2, 1, 0, 3, 1, 1, 1, 0, 0, 0, 0, 2, 0, 2, 3, 0, 0, 2, 1, 1, 3, 2, 2, 0, 1, 1, 1, 3, 3, 0, 1, 0, 2, 1, 2, 3, 2, 0, 1, 0, 3, 3, 1, 0, 0, 2, 0, 3, 2, 0, 0, 2, 0, 0, 1, 3, 0, 2, 0, 3, 1, 2, 2]"
"[7, 99, 341, 270]","[1, 2, 3, 3, 3, 0, 3, 0, 0, 2, 1, 0, 2, 3, 1, 2, 1, 1, 1, 1, 2, 1, 2, 0, 2, 0, 2, 1, 2, 1, 2, 3, 3, 1, 2, 3, 0, 3, 2, 0, 2, 3, 0, 1, 2, 2, 0, 1, 2, 2, 3, 2, 3, 0, 2, 0, 0, 1, 1, 0, 3, 3, 2, 2, 3, 1, 0, 2, 1, 0]"
"[625, 467, 221, 27, 646]","[3, 0, 1, 3, 1, 2, 1, 1, 0, 0, 0, 3, 1, 2, 3, 1, 3, 2, 1, 1, 3, 3, 1, 2, 0, 2, 2, 3, 3, 3, 2, 3, 1, 3, 3, 1, 2, 1, 0, 0, 0, 2, 2, 3, 1, 0, 1, 3, 1, 2, 3, 0, 3, 2, 0, 0, 0, 2, 1, 1, 1, 2, 3, 1, 1, 2, 1, 3, 1, 1]"
[30],"[3, 3, 1, 2, 3, 1, 1, 2, 2, 0, 0, 1, 3, 0, 1, 2, 3, 3, 3, 3, 0, 3, 1, 1, 0, 1, 0, 0, 1, 2, 2, 2, 3, 3, 0, 3, 1, 2, 3, 1, 2, 3, 0, 2, 2, 1, 3, 2, 0, 3, 3, 0, 0, 1, 1, 0, 1, 2, 2, 3, 2, 2, 0, 2, 3, 3, 2, 2, 1, 1]"
