fav_partners,project_prefs
"[82, 685, 459, 66]","[3, 0, 3, 3, 1, 3, 3, 1, 2, 1, 2, 3, 0, 3, 2, 3, 0, 3, 1, 1, 2, 2, 0, 2, 3, 3, 3, 3, 0, 1, 1, 3, 1, 0, 2, 3, 0, 2, 1, 1, 3, 2, 1, 0, 2, 0, 3, 0, 2, 0, 3, 1, 1, 3, 3, 0, 3, 3, 1, 1, 1, 0, 0, 1, 2, 1, 0, 3, 3, 1]"
"[224, 199, 436, 304, 249]","[0, 2, 2, 2, 1, 2, 3, 3, 3, 2, 1, 0, 2, 1, 2, 3, 1, 3, 0, 1, 0, 0, 1, 2, 0, 1, 3, 2, 3, 2, 3, 3, 2, 3, 2, 1, 0, 0, 1, 3, 2, 1, 2, 0, 2, 3, 0, 3, 0, 1, 0, 0, 0, 0, 0, 1, 0, 2, 3, 3, 2, 0, 1, 3, 0, 2, 0, 3, 3, 2]"
[659],"[3, 0, 1, 3, 0, 0, 3, 0, 3, 3, 0, 1, 0, 0, 1, 1, 1, 0, 3, 0, 1, 1, 1, 3, 3, 3, 3, 1, 1, 2, 0, 1, 2, 3, 0, 3, 3, 3, 3, 1, 0, 0, 1, 3, 1, 2, 2, 3, 0, 1, 0, 3, 3, 0, 2, 2, 1, 3, 0, 1, 1, 3, 1, 2, 0, 0, 1, 2, 1, 2]"
"[617, 436]","[2, 1, 3, 1, 0, 2, 0, 0, 2, 2, 3, 0, 2, 3, 1, 1, 2, 0, 3, 2, 0, 0, 0, 0, 1, 1, 2, 2, 1, 3, 0, 2, 3, 3, 1, 2, 2, 0, 2, 0, 1, 0, 2, 3, 0, 0, 3, 2, 0, 2, 3, 1, 2, 3, 1, 0, 2, 2, 0, 3, 1, 3, 3, 1, 0, 3, 1, 3, 3, 2]"
"[421, 371]","[3, 3, 1, 1, 0, 2, 0, 0, 3, 2, 2, 0, 1, 0, 2, 2, 2, 0, 1, 3, 1, 2, 2, 0, 0, 0, 2, 3, 3, 3, 1, 0, 3, 3, 3, 1, 3, 1, 3, 0, 1, 3, 1, 0, 3, 2, 1, 3, 0, 1, 0, 3, 1, 0, 1, 3, 3, 3, 2, 1, 3, 0, 1, 1, 3, 2, 1, 1, 0, 3]"
"[235, 12, 654]","[3, 2, 3, 0, 2, 1, 1, 2, 3, 2, 3, 2, 2, 0, 2, 1, 3, 2, 2, 0, 0, 1, 0, 3, 2, 2, 2, 1, 3, 3, 1, 1, 0, 3, 1, 3, 2, 1, 1, 0, 2, 2, 1, 2, 0, 2, 3, 2, 3, 0, 1, 2, 3, 0, 0, 3, 0, 0, 1, 1, 3, 0, 2, 1, 2, 2, 1, 1, 0, 2]"
"[546, 540, 308, 651]","[2, 0, 2, 3, 3, 2, 2, 0, 0, 3, 1, 2, 2, 3, 2, 2, 0, 3, 1, 0, 0, 2, 3, 0, 3, 1, 3, 1, 2, 0, 2, 3, 0, 1, 3, 0, 1, 0, 1, 0, 2, 1, 3, 3, 0, 2, 1, 2, 3, 0, 2, 1, 2, 0, 2, 1, 2, 1, 3, 1, 1, 2, 2, 0, 0, 3, 3, 0, 2, 3]"
"[368, 675, 348, 689]","[0, 0, 3, 0, 3, 1, 0, 0, 1, 0, 3, 0, 0, 3, 0, 1, 0, 2, 1, 1, 3, 3, 2, 3, 1, 1, 0, 3, 3, 3, 1, 0, 2, 0, 2, 3, 2, 1, 2, 3, 1, 2, 2, 2, 1, 2, 2, 2, 1, 3, 2, 1, 1, 2, 1, 2, 3, 1, 2, 1, 0, 0, 0, 0, 3, 0, 1, 1, 1, 1]"
"[149, 121, 697, 92]","[1, 2, 2, 2, 3, 2, 1, 0, 2, 0, 1, 1, 2, 2, 1, 1, 1, 3, 1, 1, 2, 2, 1, 3, 1, 0, 2, 2, 1, 2, 1, 0, 3, 0, 2, 1, 2, 0, 1, 0, 3, 3, 2, 2, 2, 2, 0, 2, 3, 2, 0, 1, 3, 2, 2, 3, 2, 0, 0, 2, 3, 1, 3, 0, 0, 0, 0, 1, 0, 0]"
"[339, 94, 229, 143]","[1, 0, 2, 1, 1, 0, 2, 3, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 2, 3, 2, 3, 2, 0, 3, 2, 0, 0, 3, 1, 2, 0, 1, 0, 0, 2, 3, 0, 1, 1, 2, 1, 0, 0, 3, 0, 1, 3, 2, 0, 1, 1, 1, 2, 2, 1, 1, 2, 3, 3, 2, 2, 3, 1, 2, 2, 1, 1, 3, 0]"
