fav_partners,project_prefs
"[296, 665, 525]","[1, 1, 3, 2, 3, 3, 3, 1, 0, 1, 1, 2, 0, 1, 2, 1, 0, 1, 0, 1, 2, 3, 2, 2, 3, 2, 2, 2, 1, 2, 1, 3, 0, 3, 2, 3, 3, 1, 2, 3, 0, 3, 1, 0, 2, 0, 3, 0, 3, 3, 3, 2, 0, 0, 3, 2, 3, 0, 2, 0, 1, 3, 0, 3, 3, 1, 3, 0, 0, 0]"
"[551, 100, 317, 299]","[2, 2, 0, 0, 0, 2, 0, 1, 0, 2, 0, 0, 3, 2, 2, 2, 1, 0, 3, 0, 2, 2, 3, 0, 3, 3, 2, 3, 3, 1, 3, 2, 1, 2, 3, 1, 0, 1, 2, 1, 1, 3, 3, 2, 1, 1, 1, 0, 2, 1, 1, 1, 2, 0, 3, 1, 2, 2, 3, 3, 1, 0, 2, 0, 0, 1, 1, 3, 1, 1]"
"[96, 432, 274, 441]","[3, 1, 2, 3, 0, 2, 0, 1, 1, 0, 3, 3, 3, 2, 3, 2, 3, 2, 0, 0, 3, 1, 1, 0, 2, 2, 3, 0, 2, 3, 0, 2, 2, 2, 0, 0, 0, 1, 1, 1, 2, 0, 3, 3, 2, 3, 3, 0, 0, 1, 0, 2, 0, 2, 3, 1, 1, 1, 0, 2, 1, 2, 1, 0, 0, 1, 2, 3, 2, 2]"
[206],"[2, 2, 1, 1, 1, 2, 0, 1, 2, 2, 2, 1, 2, 2, 2, 3, 1, 0, 1, 2, 3, 0, 0, 0, 1, 2, 1, 0, 1, 2, 0, 3, 3, 0, 1, 2, 2, 3, 0, 1, 2, 0, 3, 2, 0, 0, 1, 1, 3, 0, 1, 3, 3, 0, 0, 3, 0, 1, 1, 3, 3, 3, 1, 1, 3, 1, 2, 0, 3, 3]"
"[657, 249, 82, 413]","[2, 3, 2, 0, 2, 1, 0, 0, 1, 1, 0, 3, 1, 0, 1, 1, 0, 3, 1, 1, 3, 1, 1, 2, 2, 1, 1, 0, 3, 2, 1, 0, 3, 3, 3, 0, 3, 0, 3, 1, 0, 0, 0, 3, 3, 2, 3, 0, 3, 2, 2, 3, 2, 0, 3, 0, 3, 2, 3, 3, 1, 0, 0, 3, 1, 2, 0, 0, 0, 3]"
"[185, 56, 467]","[1, 0, 3, 1, 3, 3, 3, 3, 0, 3, 1, 0, 0, 3, 2, 1, 0, 2, 1, 1, 3, 2, 0, 0, 1, 0, 0, 2, 3, 3, 0, 1, 0, 1, 2, 0, 3, 2, 0, 3, 0, 1, 0, 1, 0, 0, 0, 0, 1, 3, 3, 1, 1, 0, 3, 1, 0, 0, 0, 3, 1, 1, 3, 3, 2, 0, 2, 2, 2, 2]"
"[441, 312]","[3, 1, 1, 1, 3, 3, 0, 1, 0, 0, 2, 3, 1, 0, 3, 2, 1, 3, 3, 3, 1, 1, 3, 1, 0, 1, 2, 2, 0, 3, 3, 1, 0, 2, 0, 2, 0, 0, 3, 3, 1, 0, 2, 3, 3, 1, 3, 0, 1, 0, 2, 2, 2, 0, 3, 3, 0, 1, 0, 2, 0, 0, 2, 2, 2, 0, 3, 1, 1, 3]"
[341],"[0, 0, 1, 2, 1, 3, 1, 3, 1, 1, 3, 2, 0, 2, 0, 3, 3, 0, 1, 0, 1, 1, 0, 0, 1, 2, 2, 3, 1, 0, 2, 3, 1, 0, 2, 1, 0, 1, 3, 0, 1, 2, 0, 2, 0, 2, 0, 2, 2, 0, 1, 0, 2, 1, 3, 2, 2, 0, 2, 1, 3, 0, 3, 3, 3, 2, 3, 2, 0, 3]"
"[194, 353, 499]","[0, 1, 1, 0, 2, 2, 2, 1, 2, 3, 2, 2, 0, 3, 3, 1, 3, 1, 0, 1, 0, 2, 0, 0, 1, 2, 3, 0, 2, 2, 2, 2, 2, 0, 1, 3, 2, 1, 2, 1, 2, 2, 2, 3, 0, 2, 2, 1, 0, 3, 3, 2, 3, 2, 3, 2, 2, 2, 1, 2, 0, 3, 2, 0, 2, 1, 0, 1, 0, 2]"
"[120, 454]","[0, 0, 3, 3, 1, 1, 2, 1, 2, 1, 3, 3, 1, 1, 3, 1, 2, 0, 0, 3, 1, 1, 3, 3, 0, 1, 2, 1, 1, 3, 0, 2, 0, 1, 1, 2, 0, 0, 0, 3, 2, 3, 1, 1, 1, 2, 3, 3, 0, 2, 0, 1, 1, 0, 1, 0, 3, 2, 0, 1, 0, 1, 3, 3, 2, 1, 3, 2, 3, 2]"
