fav_partners,project_prefs
"[122, 510]","[1, 0, 3, 2, 1, 0, 3, 0, 0, 0, 1, 1, 3, 1, 2, 0, 1, 2, 0, 2, 2, 1, 2, 0, 3, 2, 0, 2, 2, 2, 0, 2, 1, 2, 0, 0, 3, 0, 3, 1, 3, 3, 2, 0, 1, 3, 0, 0, 0, 0, 1, 3, 3, 1, 1, 0, 0, 0, 3, 3, 2, 1, 3, 0, 2, 3, 1, 2, 1, 0]"
"[263, 213, 657, 44]","[3, 3, 0, 1, 2, 3, 1, 1, 1, 0, 1, 0, 2, 2, 2, 2, 1, 1, 3, 2, 0, 3, 0, 3, 1, 3, 1, 3, 3, 1, 3, 2, 0, 1, 1, 3, 3, 1, 0, 0, 1, 1, 2, 0, 2, 0, 1, 1, 3, 2, 0, 2, 1, 0, 1, 3, 2, 3, 0, 1, 2, 1, 2, 0, 2, 3, 2, 2, 0, 2]"
"[639, 150]","[0, 2, 2, 1, 2, 1, 1, 1, 1, 3, 0, 2, 1, 2, 3, 0, 0, 3, 0, 2, 1, 2, 0, 0, 3, 2, 1, 1, 0, 2, 2, 1, 3, 2, 1, 1, 0, 3, 1, 2, 3, 2, 2, 0, 1, 3, 2, 1, 0, 3, 3, 3, 2, 2, 3, 1, 2, 0, 3, 0, 3, 1, 0, 0, 3, 1, 2, 0, 3, 2]"
[203],"[0, 0, 3, 3, 2, 1, 1, 1, 0, 0, 1, 2, 2, 3, 1, 3, 1, 1, 2, 1, 0, 2, 1, 0, 2, 1, 0, 0, 3, 3, 2, 2, 0, 1, 0, 3, 2, 2, 1, 2, 2, 0, 3, 1, 0, 0, 3, 2, 2, 2, 3, 0, 2, 2, 1, 2, 2, 2, 3, 1, 0, 3, 2, 3, 0, 0, 2, 0, 3, 1]"
"[388, 371, 560, 155]","[0, 1, 0, 2, 1, 2, 1, 0, 1, 3, 2, 2, 0, 0, 3, 2, 3, 1, 1, 3, 0, 1, 0, 1, 0, 0, 2, 0, 1, 1, 3, 2, 2, 2, 2, 3, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 3, 3, 3, 3, 0, 2, 1, 1, 2, 2, 3, 0, 3, 1, 3, 2, 2, 0, 2, 2, 2, 3, 3, 0]"
[611],"[2, 2, 0, 3, 2, 0, 0, 2, 0, 1, 0, 0, 0, 2, 3, 0, 0, 3, 1, 2, 2, 2, 1, 3, 3, 3, 2, 2, 0, 2, 0, 2, 0, 1, 3, 3, 2, 2, 2, 1, 1, 3, 3, 2, 3, 0, 0, 1, 0, 2, 2, 2, 2, 0, 3, 2, 1, 2, 3, 0, 2, 2, 2, 2, 0, 2, 0, 3, 1, 2]"
"[152, 578, 416, 654]","[2, 2, 3, 0, 3, 1, 1, 2, 1, 0, 0, 3, 3, 3, 0, 2, 0, 0, 3, 2, 1, 1, 3, 0, 3, 0, 2, 0, 1, 0, 0, 2, 3, 2, 0, 2, 3, 2, 2, 2, 1, 0, 1, 3, 0, 3, 2, 0, 1, 0, 1, 0, 2, 1, 1, 3, 3, 3, 1, 3, 2, 1, 0, 2, 2, 2, 2, 1, 3, 0]"
"[534, 508, 696, 331]","[0, 0, 1, 2, 1, 0, 0, 1, 1, 0, 1, 1, 1, 3, 3, 0, 2, 2, 2, 0, 1, 0, 2, 2, 2, 0, 2, 2, 0, 3, 1, 2, 2, 1, 1, 1, 1, 0, 2, 0, 1, 2, 2, 3, 2, 3, 1, 3, 3, 2, 0, 2, 1, 2, 1, 2, 3, 0, 2, 2, 2, 2, 1, 3, 1, 1, 1, 3, 3, 1]"
"[511, 651, 687, 207]","[0, 2, 1, 0, 3, 3, 0, 0, 3, 2, 1, 3, 0, 1, 3, 3, 3, 3, 3, 3, 0, 2, 1, 1, 2, 0, 3, 1, 3, 1, 1, 2, 0, 3, 2, 3, 2, 1, 2, 0, 3, 1, 2, 1, 2, 0, 2, 3, 1, 0, 1, 3, 1, 2, 1, 1, 3, 3, 2, 3, 1, 0, 3, 3, 2, 2, 1, 2, 3, 2]"
"[625, 225, 10, 349, 326]","[3, 1, 3, 1, 1, 3, 3, 0, 3, 1, 2, 3, 0, 2, 2, 1, 1, 1, 2, 1, 1, 2, 1, 1, 0, 0, 1, 2, 2, 2, 1, 0, 2, 2, 0, 3, 2, 2, 2, 0, 0, 0, 2, 3, 3, 2, 1, 0, 3, 3, 0, 2, 2, 1, 0, 0, 1, 3, 2, 0, 2, 2, 3, 0, 0, 1, 1, 2, 3, 1]"
"[9, 265, 619]","[3, 2, 3, 1, 1, 1, 3, 1, 3, 1, 2, 3, 0, 2, 2, 1, 1, 1, 2, 1, 1, 2, 1, 0, 0, 1, 1, 0, 2, 2, 1, 0, 2, 3, 0, 1, 2, 2, 2, 0, 2, 0, 2, 1, 3, 2, 1, 0, 0, 3, 0, 3, 2, 2, 0, 0, 1, 3, 2, 0, 2, 0, 3, 0, 0, 1, 1, 2, 3, 1]"
