fav_partners,project_prefs
"[273, 130]","[0, 0, 2, 1, 1, 1, 0, 1, 0, 1, 3, 2, 1, 1, 0, 3, 0, 1, 3, 1, 1, 2, 0, 0, 2, 3, 1, 2, 3, 0, 2, 3, 0, 3, 3, 2, 2, 2, 2, 2, 1, 3, 3, 2, 2, 2, 2, 0, 2, 1, 1, 3, 1, 0, 2, 3, 3, 2, 1, 3]"
[70],"[2, 0, 3, 1, 0, 2, 1, 3, 3, 0, 1, 2, 0, 0, 0, 3, 0, 1, 3, 2, 0, 3, 0, 0, 3, 0, 3, 1, 3, 2, 0, 1, 0, 0, 3, 2, 0, 1, 2, 3, 1, 2, 2, 2, 2, 0, 1, 2, 3, 1, 0, 1, 2, 2, 1, 1, 2, 3, 0, 0]"
"[499, 579, 215]","[1, 1, 0, 2, 3, 0, 3, 1, 1, 2, 2, 1, 3, 1, 2, 2, 0, 1, 3, 3, 1, 0, 2, 1, 1, 0, 2, 2, 2, 2, 0, 2, 0, 0, 0, 0, 1, 3, 0, 0, 3, 3, 0, 2, 1, 3, 0, 3, 2, 2, 2, 1, 2, 3, 2, 0, 0, 1, 2, 2]"
"[318, 103, 145, 210, 439]","[2, 1, 2, 0, 2, 3, 2, 3, 1, 2, 3, 2, 1, 2, 3, 2, 1, 1, 0, 2, 3, 3, 0, 3, 1, 0, 1, 2, 3, 2, 1, 2, 0, 2, 2, 1, 3, 2, 1, 2, 2, 2, 1, 0, 2, 3, 0, 3, 0, 0, 1, 2, 1, 2, 1, 0, 3, 3, 3, 3]"
"[338, 405]","[2, 1, 1, 0, 3, 1, 1, 2, 0, 3, 3, 3, 1, 3, 2, 3, 3, 1, 0, 2, 2, 1, 1, 3, 2, 1, 0, 2, 0, 3, 2, 2, 3, 2, 1, 2, 2, 0, 3, 1, 1, 2, 1, 2, 0, 3, 3, 2, 3, 2, 0, 1, 1, 3, 2, 2, 0, 0, 0, 3]"
"[296, 87, 356, 103]","[3, 1, 0, 2, 1, 2, 2, 3, 0, 2, 3, 2, 1, 1, 3, 2, 2, 1, 0, 3, 3, 2, 2, 1, 2, 3, 0, 3, 1, 3, 3, 3, 1, 0, 2, 2, 3, 0, 3, 2, 2, 2, 0, 1, 2, 2, 0, 3, 1, 1, 2, 3, 1, 2, 3, 0, 3, 2, 1, 3]"
"[83, 274, 537]","[2, 3, 0, 2, 2, 0, 0, 1, 0, 0, 1, 1, 1, 1, 2, 2, 3, 2, 1, 0, 3, 1, 0, 0, 1, 3, 3, 3, 3, 0, 3, 3, 1, 3, 2, 2, 1, 1, 3, 1, 3, 0, 3, 1, 0, 1, 3, 0, 1, 0, 3, 0, 2, 1, 3, 3, 0, 2, 2, 3]"
"[491, 409, 336, 246]","[1, 1, 3, 2, 0, 1, 0, 0, 0, 2, 1, 0, 3, 3, 1, 0, 2, 1, 3, 1, 2, 3, 2, 1, 2, 1, 2, 1, 2, 0, 1, 2, 1, 3, 2, 2, 2, 1, 3, 3, 2, 1, 2, 3, 1, 0, 3, 0, 3, 2, 2, 2, 0, 2, 0, 2, 2, 0, 3, 2]"
"[437, 319, 140, 74]","[0, 3, 0, 0, 2, 3, 3, 2, 1, 0, 0, 1, 0, 1, 3, 2, 0, 1, 1, 3, 2, 1, 2, 2, 0, 2, 3, 2, 3, 2, 3, 2, 1, 0, 3, 3, 1, 1, 0, 2, 3, 1, 3, 3, 0, 2, 2, 1, 1, 2, 0, 2, 2, 1, 0, 1, 2, 1, 0, 1]"
[186],"[1, 1, 2, 0, 2, 2, 1, 3, 0, 3, 2, 0, 0, 1, 1, 2, 2, 2, 2, 3, 0, 0, 3, 0, 1, 1, 3, 3, 2, 3, 2, 3, 0, 3, 3, 0, 3, 0, 2, 1, 1, 1, 1, 3, 3, 0, 3, 2, 2, 0, 2, 2, 1, 0, 3, 2, 1, 2, 1, 0]"
