fav_partners,project_prefs
"[92, 328, 434, 432, 258]","[0, 2, 2, 0, 2, 3, 0, 0, 3, 2, 1, 0, 0, 1, 2, 3, 0, 1, 3, 3, 2, 0, 0, 1, 3, 0, 1, 2, 3, 3, 1, 3, 2, 1, 2, 2, 2, 2, 3, 2, 3, 1, 0, 2, 3, 0, 1, 1, 0, 3, 3, 2, 1, 0, 3, 2, 1, 1, 3, 2]"
"[144, 520, 36, 427, 448]","[0, 1, 2, 3, 1, 2, 2, 2, 1, 0, 0, 2, 0, 1, 3, 2, 1, 1, 1, 0, 0, 0, 1, 2, 3, 0, 2, 0, 0, 3, 3, 3, 0, 3, 0, 3, 2, 3, 2, 1, 0, 3, 3, 0, 3, 3, 3, 3, 3, 1, 1, 2, 0, 3, 1, 0, 2, 3, 3, 2]"
"[513, 109, 353, 126, 364]","[2, 1, 0, 3, 2, 3, 0, 2, 3, 2, 2, 2, 0, 1, 1, 1, 3, 3, 0, 0, 3, 3, 1, 3, 0, 1, 3, 2, 3, 3, 0, 1, 1, 2, 2, 2, 1, 0, 1, 1, 0, 2, 2, 1, 3, 3, 3, 1, 0, 3, 2, 1, 3, 0, 1, 1, 2, 2, 2, 3]"
"[325, 503, 375]","[2, 0, 3, 1, 3, 3, 2, 3, 2, 0, 2, 0, 2, 2, 0, 0, 1, 1, 3, 1, 0, 0, 0, 2, 3, 1, 3, 1, 2, 1, 3, 1, 0, 1, 0, 0, 0, 2, 1, 0, 2, 1, 2, 2, 0, 1, 2, 0, 0, 2, 1, 3, 0, 3, 0, 0, 2, 2, 3, 2]"
"[121, 532]","[1, 0, 3, 0, 1, 0, 3, 1, 0, 2, 1, 0, 0, 1, 2, 0, 2, 2, 0, 2, 0, 3, 2, 2, 0, 1, 2, 1, 1, 2, 3, 1, 3, 3, 1, 3, 2, 1, 0, 3, 2, 2, 0, 2, 1, 0, 2, 1, 0, 3, 1, 3, 3, 3, 0, 0, 1, 3, 1, 0]"
"[305, 391, 1]","[0, 1, 2, 0, 1, 2, 2, 2, 1, 0, 0, 0, 0, 1, 0, 2, 1, 1, 1, 0, 0, 0, 1, 2, 3, 0, 0, 0, 3, 0, 3, 3, 0, 3, 0, 0, 2, 0, 2, 3, 0, 3, 3, 0, 2, 1, 3, 1, 3, 0, 1, 2, 0, 3, 1, 3, 1, 3, 3, 2]"
"[201, 256]","[0, 0, 2, 3, 3, 0, 3, 3, 0, 1, 3, 2, 3, 3, 2, 3, 2, 1, 0, 2, 2, 0, 2, 0, 0, 1, 0, 3, 1, 0, 3, 0, 1, 1, 1, 0, 2, 2, 3, 3, 0, 0, 3, 0, 1, 3, 0, 3, 2, 1, 3, 1, 1, 2, 1, 0, 1, 0, 0, 1]"
"[360, 341]","[1, 0, 2, 2, 0, 3, 0, 0, 1, 3, 2, 1, 3, 1, 1, 1, 1, 3, 1, 0, 3, 2, 2, 2, 3, 2, 0, 1, 2, 3, 3, 2, 2, 2, 3, 0, 0, 2, 3, 1, 0, 3, 2, 0, 0, 0, 2, 3, 2, 3, 2, 0, 1, 0, 3, 0, 0, 0, 1, 1]"
[93],"[3, 3, 3, 3, 3, 0, 3, 1, 3, 3, 2, 1, 3, 0, 3, 2, 2, 2, 2, 0, 1, 2, 0, 3, 3, 0, 0, 1, 2, 0, 0, 0, 3, 0, 3, 3, 3, 2, 0, 3, 0, 2, 3, 3, 0, 3, 2, 2, 3, 1, 2, 2, 2, 3, 1, 3, 2, 1, 3, 1]"
"[588, 8, 464, 176]","[3, 0, 3, 3, 3, 0, 0, 1, 3, 3, 2, 1, 3, 0, 3, 2, 2, 0, 2, 0, 1, 2, 1, 3, 3, 3, 0, 1, 2, 0, 0, 0, 2, 0, 3, 3, 1, 0, 0, 2, 1, 2, 2, 3, 0, 1, 2, 2, 3, 3, 2, 2, 2, 3, 1, 3, 2, 0, 3, 0]"
