fav_partners,project_prefs
"[31, 45]","[3, 2, 2, 0, 3, 0]"
"[50, 49, 17, 14]","[2, 3, 3, 1, 1, 0]"
"[20, 11, 6, 7]","[1, 3, 1, 2, 3, 1]"
"[51, 41, 1, 19]","[2, 3, 0, 2, 1, 0]"
"[53, 56]","[3, 2, 0, 0, 1, 2]"
"[25, 10]","[0, 0, 1, 2, 3, 3]"
"[2, 14]","[1, 2, 1, 2, 3, 0]"
"[2, 38]","[2, 3, 1, 0, 3, 1]"
"[6, 1, 49, 45, 52]","[2, 3, 0, 1, 3, 0]"
"[1, 55, 27, 18]","[2, 3, 3, 1, 1, 0]"
"[33, 52, 35]","[2, 2, 0, 0, 3, 0]"
"[2, 49, 52, 44, 5]","[1, 0, 1, 2, 3, 3]"
"[2, 52, 16]","[1, 3, 1, 2, 2, 1]"
"[42, 44, 54, 26, 49]","[1, 3, 0, 3, 0, 1]"
[1],"[2, 3, 3, 1, 1, 0]"
"[20, 2, 25, 1, 37]","[1, 3, 3, 1, 1, 0]"
"[12, 6, 24, 55, 52]","[1, 2, 1, 2, 2, 2]"
"[51, 11]","[0, 0, 1, 3, 3, 3]"
[9],"[2, 3, 3, 1, 1, 3]"
"[3, 15]","[1, 0, 3, 1, 0, 0]"
"[15, 56]","[1, 3, 3, 1, 1, 1]"
"[4, 41, 42, 36]","[3, 2, 0, 0, 1, 2]"
"[58, 25, 24, 40, 6]","[1, 1, 1, 2, 3, 0]"
[9],"[0, 3, 3, 2, 1, 0]"
"[22, 12, 13]","[1, 3, 0, 2, 0, 0]"
"[5, 22, 15, 17]","[1, 0, 2, 3, 1, 3]"
"[13, 53, 8]","[2, 3, 0, 1, 0, 0]"
"[9, 22, 4, 42]","[2, 3, 0, 0, 0, 1]"
"[59, 25, 11, 30]","[1, 0, 0, 2, 1, 3]"
[2],"[2, 3, 1, 2, 3, 1]"
"[28, 41, 36, 55]","[1, 0, 2, 2, 1, 3]"
"[0, 43]","[0, 0, 2, 0, 3, 1]"
"[30, 53]","[1, 0, 2, 2, 1, 3]"
"[10, 54]","[2, 1, 0, 0, 3, 0]"
"[33, 31, 58]","[2, 1, 2, 0, 3, 3]"
[57],"[0, 2, 2, 2, 2, 2]"
"[21, 30]","[3, 0, 2, 2, 1, 3]"
[21],"[3, 2, 0, 2, 2, 2]"
[7],"[2, 3, 1, 2, 3, 1]"
"[56, 4, 32, 20, 50]","[0, 3, 0, 2, 1, 3]"
"[22, 38, 18, 4]","[3, 1, 1, 2, 3, 0]"
[21],"[0, 2, 1, 2, 2, 2]"
"[27, 38]","[0, 3, 0, 0, 3, 0]"
"[54, 29]","[2, 0, 1, 2, 3, 1]"
"[5, 27, 58]","[2, 3, 1, 0, 0, 1]"
"[8, 0, 43, 25, 42]","[2, 0, 0, 3, 0, 1]"
"[43, 22, 50, 29]","[1, 1, 1, 2, 3, 0]"
"[19, 49, 3]","[2, 3, 0, 1, 0, 1]"
"[20, 22, 57, 38]","[2, 1, 3, 2, 1, 1]"
"[11, 1]","[1, 3, 1, 1, 1, 0]"
"[39, 1, 46]","[2, 3, 0, 1, 3, 3]"
"[3, 0, 37]","[2, 1, 2, 0, 0, 3]"
"[8, 33]","[2, 1, 0, 1, 1, 0]"
"[26, 59]","[1, 2, 0, 1, 0, 0]"
"[13, 20, 49]","[1, 3, 0, 2, 3, 1]"
"[18, 43]","[2, 3, 1, 1, 3, 3]"
"[39, 20, 37, 33]","[3, 1, 0, 2, 1, 3]"
[35],"[0, 2, 1, 3, 2, 1]"
"[22, 34, 23, 26]","[2, 3, 0, 0, 0, 0]"
"[28, 53, 56, 26, 34]","[3, 2, 2, 2, 0, 0]"
