fav_partners,project_prefs
[53],"[3, 2, 2, 2, 1, 3]"
"[58, 9]","[0, 0, 0, 0, 2, 1]"
"[0, 58, 49, 24]","[1, 0, 0, 2, 2, 3]"
"[27, 8, 34, 16, 32]","[2, 1, 2, 3, 2, 3]"
"[18, 26, 28]","[3, 0, 0, 2, 3, 3]"
"[45, 3, 11, 46]","[3, 1, 1, 3, 2, 3]"
"[23, 13, 16, 10, 15]","[3, 0, 0, 2, 2, 2]"
"[51, 10, 12]","[3, 3, 2, 3, 2, 1]"
"[3, 13, 16, 57, 54]","[0, 2, 2, 3, 2, 3]"
"[1, 37, 10, 58]","[0, 0, 1, 0, 3, 1]"
"[9, 56, 52, 47, 49]","[0, 2, 1, 1, 3, 1]"
[55],"[1, 3, 2, 3, 1, 0]"
"[7, 26]","[1, 3, 2, 1, 2, 1]"
"[8, 6, 7, 10, 57]","[0, 0, 3, 3, 3, 1]"
[35],"[1, 0, 3, 3, 1, 1]"
[6],"[3, 0, 0, 2, 2, 2]"
"[8, 6]","[3, 3, 0, 3, 2, 3]"
"[23, 43, 26, 16]","[3, 2, 2, 3, 2, 3]"
[4],"[3, 0, 0, 2, 3, 0]"
"[55, 2]","[1, 0, 2, 2, 2, 1]"
[33],"[2, 2, 1, 1, 1, 1]"
[45],"[1, 1, 2, 3, 2, 1]"
"[15, 29, 46, 50]","[2, 0, 3, 1, 2, 2]"
"[17, 6]","[3, 0, 2, 1, 2, 2]"
"[19, 33, 42]","[1, 0, 2, 2, 1, 2]"
"[8, 1, 31]","[0, 2, 0, 0, 2, 0]"
"[17, 12]","[3, 3, 2, 1, 1, 2]"
"[52, 45]","[3, 2, 3, 0, 2, 3]"
"[39, 24, 25]","[3, 0, 1, 2, 1, 1]"
"[22, 34, 19, 45, 54]","[2, 0, 2, 1, 2, 2]"
"[54, 15, 12, 27, 13]","[0, 3, 3, 1, 2, 1]"
"[25, 53, 40]","[0, 3, 0, 0, 1, 0]"
"[16, 27, 19, 29, 59]","[3, 0, 1, 3, 2, 3]"
"[24, 4, 1, 12, 40]","[2, 0, 0, 0, 1, 1]"
[0],"[3, 2, 2, 2, 1, 3]"
"[14, 44]","[1, 0, 3, 3, 1, 1]"
"[40, 52, 17]","[3, 2, 2, 3, 2, 3]"
[9],"[0, 0, 1, 0, 3, 0]"
"[54, 56]","[3, 2, 2, 3, 1, 1]"
"[28, 32, 49]","[3, 0, 1, 2, 2, 1]"
"[31, 0, 39]","[0, 0, 1, 2, 2, 3]"
"[17, 22, 48, 13, 56]","[0, 0, 3, 3, 3, 1]"
"[24, 52, 11, 32]","[3, 1, 1, 3, 1, 3]"
"[17, 57]","[3, 2, 2, 3, 2, 3]"
"[35, 59]","[1, 0, 3, 3, 1, 1]"
"[5, 27, 41, 13, 48]","[3, 2, 1, 3, 1, 3]"
[20],"[2, 0, 1, 1, 1, 1]"
"[38, 59, 21]","[1, 3, 2, 3, 2, 1]"
"[45, 6, 32]","[3, 3, 1, 3, 1, 3]"
"[39, 10, 52]","[0, 2, 1, 3, 1, 1]"
"[22, 7]","[2, 3, 3, 3, 2, 2]"
"[7, 47]","[3, 3, 2, 3, 1, 1]"
[42],"[3, 0, 1, 3, 1, 3]"
[31],"[0, 3, 1, 0, 1, 2]"
"[29, 51, 31, 58, 1]","[0, 3, 0, 0, 2, 2]"
"[19, 48, 14]","[1, 1, 3, 2, 2, 3]"
[10],"[3, 2, 1, 1, 3, 1]"
[8],"[0, 2, 2, 3, 3, 3]"
"[2, 1, 49, 55]","[0, 2, 0, 0, 2, 3]"
"[47, 32, 44, 5]","[3, 3, 3, 2, 2, 1]"
