fav_partners,project_prefs
[136],"[1, 0, 0, 1, 1, 1, 0, 1, 0, 2, 1, 3, 1, 1, 1, 0, 3, 3, 3, 0, 3, 0, 1, 1, 2, 3, 0, 2, 2, 0]"
"[22, 299]","[3, 2, 0, 0, 0, 0, 0, 1, 3, 2, 1, 0, 0, 0, 1, 0, 3, 2, 2, 0, 0, 3, 0, 2, 2, 1, 3, 3, 0, 0]"
"[118, 16]","[1, 2, 2, 2, 3, 0, 2, 2, 2, 0, 1, 2, 3, 2, 0, 2, 2, 3, 2, 2, 3, 1, 1, 3, 2, 2, 3, 2, 3, 0]"
"[1, 214, 245]","[3, 2, 0, 0, 2, 0, 0, 0, 3, 2, 1, 0, 0, 1, 1, 0, 3, 3, 0, 0, 0, 3, 0, 2, 2, 3, 3, 3, 0, 0]"
"[54, 109, 38]","[3, 3, 1, 0, 1, 2, 3, 2, 1, 1, 2, 3, 3, 3, 1, 3, 2, 0, 2, 0, 3, 3, 3, 3, 2, 2, 3, 2, 2, 0]"
"[285, 130, 275, 122]","[0, 1, 3, 2, 3, 1, 1, 0, 0, 1, 2, 0, 0, 3, 2, 1, 1, 1, 0, 1, 2, 2, 2, 1, 3, 2, 3, 2, 0, 3]"
"[201, 94]","[3, 3, 2, 1, 3, 2, 1, 1, 3, 1, 2, 3, 0, 1, 0, 0, 1, 2, 0, 3, 3, 2, 2, 2, 0, 1, 2, 3, 1, 3]"
"[117, 179, 70]","[3, 2, 1, 0, 0, 1, 1, 1, 0, 2, 2, 0, 0, 2, 3, 3, 2, 2, 3, 0, 0, 3, 2, 0, 3, 0, 0, 0, 1, 1]"
"[275, 272]","[3, 0, 2, 0, 2, 3, 1, 3, 0, 2, 2, 3, 2, 0, 2, 2, 0, 2, 2, 1, 3, 2, 0, 2, 2, 3, 1, 0, 2, 3]"
"[85, 193, 125, 120, 211]","[1, 0, 0, 0, 3, 0, 1, 3, 0, 0, 0, 1, 1, 1, 1, 0, 1, 3, 0, 2, 3, 2, 1, 2, 2, 0, 0, 1, 1, 3]"
