fav_partners,project_prefs
"[97, 7, 17]","[2, 2, 2, 0, 3, 0, 3, 2, 2, 0, 3, 3, 0, 1, 2, 2, 0, 3, 3, 3, 1, 1, 3, 1, 1, 2, 3, 1, 3, 2]"
"[32, 216, 14, 223]","[1, 3, 0, 3, 2, 0, 2, 3, 0, 2, 1, 1, 2, 3, 2, 0, 2, 1, 2, 2, 0, 3, 1, 1, 2, 1, 1, 3, 2, 0]"
"[145, 220, 10, 38, 101]","[3, 1, 0, 2, 2, 0, 0, 1, 1, 3, 3, 0, 3, 3, 2, 0, 0, 3, 2, 3, 2, 0, 0, 0, 0, 3, 2, 3, 1, 0]"
"[113, 239, 295, 31]","[2, 3, 1, 3, 1, 0, 1, 2, 1, 2, 2, 1, 0, 0, 2, 3, 3, 3, 2, 1, 3, 2, 0, 2, 1, 2, 2, 3, 1, 2]"
[218],"[3, 3, 3, 0, 1, 2, 1, 2, 0, 3, 0, 3, 3, 0, 0, 2, 2, 2, 1, 3, 1, 2, 3, 2, 0, 1, 0, 2, 3, 3]"
"[8, 108, 181, 116, 240]","[1, 3, 1, 3, 2, 0, 3, 0, 2, 3, 1, 1, 2, 3, 2, 2, 2, 1, 3, 3, 3, 3, 1, 1, 0, 2, 3, 1, 3, 2]"
"[109, 212, 260]","[0, 1, 3, 2, 1, 2, 3, 0, 0, 0, 2, 1, 0, 2, 3, 1, 0, 2, 0, 2, 2, 0, 1, 3, 3, 2, 3, 1, 1, 1]"
"[16, 134, 127, 77]","[1, 1, 0, 0, 0, 1, 2, 0, 1, 2, 1, 0, 0, 0, 3, 1, 1, 1, 2, 1, 3, 1, 1, 3, 2, 3, 0, 1, 0, 2]"
[5],"[1, 3, 1, 3, 2, 3, 2, 0, 2, 3, 1, 1, 2, 3, 2, 2, 2, 1, 3, 3, 3, 0, 0, 1, 0, 2, 0, 1, 3, 2]"
"[193, 93, 251, 60, 224]","[3, 2, 0, 1, 3, 3, 1, 2, 0, 0, 3, 0, 3, 0, 1, 1, 0, 2, 3, 3, 2, 0, 0, 1, 0, 3, 0, 2, 3, 2]"
[2],"[3, 1, 2, 2, 2, 0, 3, 1, 1, 1, 3, 3, 3, 0, 2, 0, 0, 3, 2, 0, 2, 0, 0, 0, 0, 3, 2, 1, 0, 0]"
"[21, 88, 218]","[1, 0, 3, 1, 1, 2, 1, 3, 2, 1, 2, 0, 2, 0, 3, 0, 0, 1, 0, 0, 2, 0, 3, 1, 2, 1, 1, 1, 3, 2]"
[270],"[3, 2, 0, 2, 2, 3, 0, 3, 3, 2, 2, 2, 0, 3, 3, 1, 3, 2, 0, 2, 0, 1, 0, 2, 3, 2, 2, 3, 3, 0]"
"[267, 25, 248, 230, 135]","[3, 3, 1, 3, 1, 0, 2, 2, 0, 3, 3, 2, 3, 2, 3, 0, 0, 2, 1, 3, 0, 0, 1, 2, 0, 3, 1, 3, 3, 2]"
"[1, 45]","[1, 3, 0, 3, 2, 0, 2, 3, 0, 2, 3, 1, 2, 3, 2, 0, 2, 1, 0, 2, 1, 3, 1, 1, 2, 1, 3, 3, 1, 0]"
"[182, 85, 228, 35, 221]","[3, 1, 2, 2, 1, 2, 3, 2, 3, 0, 0, 3, 2, 2, 1, 0, 1, 3, 2, 1, 3, 3, 3, 3, 0, 0, 2, 0, 0, 0]"
"[7, 269, 216]","[0, 1, 0, 0, 0, 1, 2, 0, 1, 1, 1, 1, 0, 3, 3, 1, 1, 1, 0, 1, 3, 3, 1, 1, 2, 3, 0, 2, 0, 2]"
"[0, 278, 19]","[0, 2, 2, 0, 0, 0, 3, 2, 2, 3, 3, 0, 0, 1, 2, 2, 0, 3, 3, 3, 1, 1, 3, 1, 2, 1, 3, 1, 3, 2]"
[230],"[2, 3, 2, 1, 3, 0, 1, 3, 3, 1, 3, 1, 3, 3, 0, 3, 3, 0, 2, 0, 3, 1, 3, 1, 1, 0, 0, 3, 1, 1]"
"[17, 96]","[0, 2, 1, 2, 3, 0, 3, 0, 2, 3, 3, 2, 0, 1, 2, 2, 0, 3, 3, 3, 1, 1, 3, 1, 2, 3, 3, 1, 0, 2]"
"[241, 32, 50, 296]","[3, 0, 2, 2, 3, 3, 2, 1, 2, 0, 3, 1, 3, 2, 1, 2, 3, 3, 3, 0, 1, 0, 0, 2, 3, 0, 3, 0, 1, 2]"
[11],"[1, 0, 1, 0, 2, 2, 1, 3, 2, 1, 2, 0, 3, 0, 3, 2, 0, 2, 0, 0, 2, 0, 3, 1, 2, 1, 1, 1, 3, 0]"
"[281, 155, 115, 104, 68]","[2, 2, 0, 1, 0, 0, 2, 1, 3, 3, 2, 2, 0, 1, 3, 1, 3, 1, 3, 0, 1, 1, 1, 1, 0, 0, 1, 2, 3, 2]"
