fav_partners,project_prefs
[81],"[1, 3, 0, 3, 0, 2, 3, 1, 0, 3]"
"[79, 25, 8, 17]","[2, 1, 0, 2, 0, 0, 1, 1, 2, 3]"
"[86, 41, 49]","[3, 1, 3, 2, 1, 0, 3, 2, 1, 1]"
"[63, 30, 70, 81]","[0, 2, 0, 0, 1, 0, 1, 1, 1, 3]"
"[14, 84, 75, 78, 43]","[2, 2, 0, 3, 2, 2, 1, 2, 3, 1]"
"[1, 74]","[2, 1, 2, 2, 1, 0, 1, 1, 0, 3]"
"[16, 30, 21, 62, 17]","[3, 3, 3, 0, 0, 0, 1, 1, 2, 1]"
"[91, 10, 0, 31]","[1, 3, 0, 3, 0, 2, 1, 1, 2, 3]"
"[1, 29, 47, 83]","[2, 1, 1, 2, 0, 0, 1, 1, 2, 3]"
"[5, 19, 39, 74, 23]","[2, 1, 2, 2, 0, 0, 3, 1, 0, 3]"
[7],"[1, 3, 0, 3, 0, 2, 1, 1, 2, 1]"
"[7, 33, 21, 96, 85]","[1, 3, 2, 3, 0, 2, 2, 1, 2, 1]"
[93],"[0, 2, 0, 3, 1, 3, 0, 3, 3, 1]"
"[65, 34, 29]","[2, 2, 2, 2, 3, 3, 2, 1, 0, 1]"
"[4, 38, 17, 26, 99]","[2, 2, 0, 3, 3, 2, 1, 0, 3, 1]"
"[3, 80, 28, 33]","[0, 2, 0, 0, 2, 0, 0, 1, 1, 1]"
"[6, 15, 57, 69]","[3, 3, 0, 0, 0, 2, 0, 1, 2, 1]"
[86],"[0, 3, 1, 0, 3, 0, 2, 1, 2, 0]"
"[30, 4]","[2, 2, 0, 3, 2, 2, 1, 2, 3, 1]"
[98],"[2, 0, 2, 2, 1, 1, 2, 0, 2, 0]"
"[54, 80, 16, 86, 26]","[3, 3, 1, 2, 0, 2, 0, 1, 2, 1]"
"[11, 6]","[1, 3, 3, 3, 0, 0, 0, 1, 2, 1]"
"[51, 43, 53]","[0, 0, 1, 3, 3, 2, 3, 0, 0, 1]"
"[9, 21, 33, 98]","[2, 3, 3, 3, 0, 2, 3, 1, 2, 0]"
"[9, 35, 55, 10]","[1, 3, 2, 2, 0, 0, 3, 1, 1, 1]"
"[1, 77, 43, 2, 13]","[3, 1, 0, 2, 1, 0, 1, 1, 2, 3]"
"[14, 20, 48, 64]","[3, 3, 1, 1, 2, 0, 0, 0, 3, 3]"
"[99, 31]","[2, 2, 2, 0, 0, 2, 0, 1, 2, 2]"
"[15, 16, 70]","[3, 3, 0, 0, 2, 2, 0, 1, 1, 1]"
[8],"[2, 1, 1, 2, 0, 0, 1, 1, 2, 2]"
[6],"[3, 1, 1, 0, 0, 0, 0, 1, 2, 1]"
"[27, 7, 34]","[2, 2, 2, 3, 0, 2, 1, 1, 2, 3]"
[93],"[2, 2, 0, 2, 3, 2, 1, 1, 1, 3]"
"[23, 15, 41]","[2, 3, 0, 3, 0, 1, 3, 1, 0, 1]"
"[31, 13, 42, 5]","[0, 2, 2, 2, 0, 0, 2, 1, 2, 2]"
[99],"[0, 2, 1, 1, 3, 1, 0, 0, 0, 1]"
"[46, 74, 30, 44]","[3, 1, 1, 0, 0, 0, 3, 1, 2, 2]"
"[95, 1, 35]","[0, 0, 0, 2, 3, 0, 2, 1, 0, 1]"
"[14, 98, 53, 19]","[2, 2, 1, 1, 3, 2, 1, 0, 3, 0]"
"[14, 69]","[2, 2, 0, 3, 3, 2, 1, 2, 3, 1]"
"[43, 75, 82, 21]","[3, 3, 3, 3, 0, 0, 0, 0, 2, 1]"
"[2, 33, 85, 38]","[3, 1, 2, 1, 0, 2, 1, 2, 0, 1]"
[57],"[0, 1, 0, 2, 2, 0, 1, 2, 0, 2]"
"[4, 25, 40, 74]","[3, 2, 3, 2, 2, 2, 1, 0, 3, 1]"
"[36, 81]","[2, 1, 0, 0, 1, 2, 3, 1, 2, 1]"
"[51, 95]","[0, 1, 2, 2, 3, 3, 3, 2, 0, 3]"
"[36, 22, 81, 3]","[0, 2, 2, 2, 3, 3, 1, 0, 2, 1]"
[8],"[2, 1, 1, 0, 0, 0, 1, 1, 2, 3]"
"[50, 72, 36, 39, 35]","[0, 2, 1, 0, 0, 3, 0, 2, 0, 2]"
[2],"[3, 1, 3, 2, 1, 0, 3, 3, 1, 1]"
[17],"[0, 3, 1, 1, 3, 0, 3, 1, 1, 0]"
"[45, 22, 23, 53]","[0, 0, 2, 3, 1, 3, 0, 2, 2, 0]"
"[27, 70, 0]","[2, 2, 0, 3, 0, 2, 0, 1, 2, 2]"
"[51, 22, 38, 87, 60]","[0, 1, 2, 3, 3, 2, 3, 2, 0, 1]"
"[20, 2, 36, 39, 71]","[2, 3, 0, 1, 0, 2, 3, 2, 1, 2]"
[24],"[1, 3, 2, 2, 0, 0, 3, 1, 1, 1]"
"[38, 78, 45, 9]","[0, 1, 2, 1, 3, 3, 3, 0, 2, 3]"
[16],"[3, 0, 0, 0, 0, 2, 0, 1, 3, 1]"
"[92, 19, 72, 60]","[2, 0, 2, 0, 1, 1, 0, 0, 0, 0]"
"[35, 49, 30]","[3, 1, 3, 1, 3, 0, 3, 0, 0, 1]"
"[51, 29, 71, 79, 85]","[2, 2, 2, 3, 0, 3, 1, 1, 2, 2]"
[2],"[1, 1, 3, 1, 1, 0, 3, 2, 1, 1]"
"[6, 69, 50, 16, 90]","[0, 3, 3, 1, 3, 0, 3, 1, 1, 2]"
"[29, 26]","[2, 3, 1, 1, 2, 3, 2, 3, 3, 2]"
[10],"[1, 2, 0, 3, 0, 2, 3, 1, 1, 1]"
"[56, 36, 57, 73]","[3, 0, 0, 1, 3, 3, 0, 1, 2, 1]"
"[18, 3, 4, 47, 0]","[2, 1, 3, 0, 0, 0, 0, 1, 3, 1]"
"[22, 63, 71, 45]","[0, 0, 1, 1, 3, 2, 3, 1, 3, 3]"
"[24, 47, 95]","[1, 1, 2, 2, 0, 0, 1, 1, 2, 3]"
"[16, 39, 98]","[2, 3, 0, 0, 0, 1, 1, 2, 2, 1]"
"[3, 49, 9]","[2, 1, 3, 1, 2, 0, 3, 3, 1, 1]"
[30],"[0, 1, 1, 0, 2, 0, 0, 1, 2, 3]"
[48],"[0, 2, 0, 2, 0, 3, 0, 2, 0, 1]"
"[65, 75, 46, 79]","[0, 2, 0, 1, 3, 3, 0, 1, 2, 1]"
"[36, 9, 43, 88]","[2, 2, 1, 2, 2, 2, 0, 0, 3, 1]"
"[15, 61]","[0, 2, 3, 1, 3, 0, 3, 1, 1, 1]"
"[46, 92]","[0, 0, 2, 2, 3, 3, 1, 0, 2, 1]"
"[25, 60]","[3, 0, 2, 3, 1, 3, 1, 1, 2, 2]"
