fav_partners,project_prefs
"[30, 84, 82, 94]","[2, 1, 3, 0, 3, 0, 0, 0, 2, 0]"
"[87, 91, 25]","[2, 2, 0, 0, 0, 0, 1, 1, 3, 0]"
[45],"[1, 0, 1, 0, 0, 0, 0, 1, 0, 3]"
"[35, 46, 69, 76]","[3, 0, 0, 3, 3, 1, 0, 1, 2, 3]"
"[28, 37, 71]","[1, 0, 0, 1, 0, 3, 2, 2, 3, 2]"
"[9, 23, 49, 15]","[1, 0, 1, 3, 2, 2, 2, 2, 0, 0]"
"[84, 13, 67, 18, 92]","[0, 1, 2, 1, 1, 1, 0, 3, 3, 1]"
"[19, 55, 34, 94]","[2, 2, 1, 0, 1, 2, 2, 1, 0, 3]"
"[25, 98, 23, 95, 9]","[1, 2, 2, 1, 0, 1, 2, 3, 0, 2]"
"[8, 5, 52]","[3, 2, 2, 3, 0, 2, 2, 2, 0, 2]"
"[71, 17, 99, 91]","[1, 2, 2, 0, 1, 3, 1, 0, 3, 2]"
"[73, 20, 84, 4, 40]","[0, 0, 0, 1, 0, 0, 2, 3, 3, 2]"
"[57, 67, 98, 74, 54]","[2, 2, 0, 0, 3, 2, 1, 3, 1, 3]"
"[6, 12]","[0, 1, 2, 1, 3, 1, 0, 3, 1, 1]"
[69],"[2, 1, 3, 2, 3, 2, 3, 3, 3, 0]"
"[5, 61, 97, 85]","[1, 0, 1, 1, 2, 0, 3, 2, 0, 0]"
"[4, 26]","[1, 0, 0, 1, 0, 3, 2, 2, 3, 2]"
"[10, 50]","[1, 2, 2, 0, 1, 2, 1, 0, 3, 2]"
"[71, 28, 68, 26]","[2, 1, 0, 0, 3, 3, 0, 0, 1, 3]"
"[7, 13]","[0, 2, 2, 1, 0, 2, 2, 1, 0, 1]"
"[11, 72, 75, 68, 83]","[3, 0, 0, 1, 0, 0, 3, 3, 2, 3]"
"[56, 77, 51, 83, 34]","[1, 0, 3, 2, 1, 0, 2, 1, 2, 2]"
"[82, 81, 78, 3]","[3, 0, 0, 0, 3, 1, 0, 1, 0, 3]"
"[5, 27, 58]","[1, 0, 1, 3, 2, 2, 2, 2, 3, 2]"
"[67, 88]","[1, 3, 2, 1, 1, 0, 1, 2, 3, 0]"
"[1, 8]","[2, 2, 2, 1, 0, 0, 2, 3, 0, 2]"
"[18, 87, 93, 40, 11]","[0, 2, 0, 0, 3, 0, 2, 0, 1, 2]"
"[48, 79, 80, 84, 11]","[2, 0, 3, 1, 3, 0, 2, 0, 3, 2]"
"[18, 2]","[1, 2, 2, 1, 3, 0, 0, 0, 0, 2]"
"[37, 18, 67, 82]","[2, 3, 0, 0, 3, 2, 0, 0, 1, 3]"
"[0, 43, 42]","[2, 1, 1, 1, 3, 0, 0, 0, 2, 0]"
[47],"[1, 3, 1, 0, 0, 0, 0, 0, 1, 1]"
