fav_partners,project_prefs
"[454, 494, 6]","[3, 1, 0, 2, 1, 0, 0, 1, 1, 3, 3, 2, 2, 1, 1, 3, 2, 2, 3, 1, 3, 0, 1, 0, 0, 0, 3, 2, 0, 3, 3, 3, 2, 0, 3, 0, 3, 2, 2, 3, 3, 0, 1, 1, 2, 1, 1, 2, 1, 0]"
"[422, 476, 97, 379, 363]","[0, 2, 0, 3, 0, 1, 3, 2, 2, 2, 0, 3, 2, 2, 2, 0, 0, 3, 2, 0, 1, 2, 1, 2, 0, 0, 1, 1, 1, 1, 0, 2, 2, 3, 0, 1, 3, 3, 2, 1, 3, 3, 3, 1, 0, 1, 1, 2, 3, 1]"
"[316, 409]","[1, 1, 2, 1, 1, 3, 3, 2, 2, 2, 2, 3, 0, 3, 0, 3, 2, 2, 0, 1, 2, 3, 3, 3, 0, 1, 0, 0, 1, 3, 0, 1, 2, 3, 3, 2, 2, 0, 2, 3, 0, 2, 2, 2, 2, 3, 2, 1, 0, 3]"
"[238, 29, 95, 133]","[0, 2, 1, 0, 2, 0, 2, 1, 2, 3, 0, 2, 3, 1, 2, 0, 1, 0, 2, 0, 2, 2, 1, 0, 1, 1, 2, 3, 2, 0, 3, 3, 0, 3, 2, 2, 3, 3, 0, 3, 0, 0, 2, 1, 2, 3, 2, 1, 2, 2]"
"[32, 254, 56]","[1, 3, 1, 2, 2, 3, 0, 2, 2, 0, 0, 2, 1, 0, 3, 1, 1, 0, 3, 1, 2, 0, 2, 2, 1, 0, 3, 3, 0, 3, 3, 1, 2, 0, 0, 0, 2, 1, 3, 0, 1, 0, 3, 2, 2, 1, 2, 0, 0, 2]"
"[462, 81, 394, 156, 426]","[2, 2, 3, 1, 1, 0, 0, 1, 2, 1, 3, 3, 0, 1, 1, 2, 1, 1, 2, 2, 2, 2, 2, 1, 2, 2, 1, 0, 0, 2, 3, 2, 3, 2, 3, 2, 3, 2, 2, 1, 1, 2, 3, 1, 2, 2, 1, 2, 2, 1]"
"[0, 240, 200, 430]","[3, 1, 0, 2, 1, 2, 0, 1, 1, 1, 2, 2, 2, 0, 1, 1, 2, 2, 3, 1, 3, 0, 1, 0, 0, 0, 3, 2, 0, 3, 3, 3, 2, 0, 3, 0, 3, 2, 3, 3, 3, 0, 1, 3, 2, 1, 1, 2, 1, 0]"
"[75, 462, 309, 383, 450]","[3, 3, 0, 3, 2, 2, 1, 1, 3, 3, 1, 1, 2, 3, 1, 1, 1, 1, 0, 2, 3, 3, 3, 1, 0, 0, 1, 1, 1, 3, 1, 2, 0, 0, 0, 1, 2, 1, 0, 2, 0, 0, 1, 3, 3, 0, 2, 3, 1, 2]"
"[106, 412, 231, 269]","[0, 2, 3, 3, 0, 1, 3, 2, 0, 2, 1, 0, 2, 0, 2, 0, 0, 3, 1, 2, 0, 0, 1, 0, 3, 0, 0, 3, 2, 3, 3, 0, 0, 1, 1, 2, 3, 0, 2, 3, 0, 0, 1, 0, 0, 3, 0, 2, 3, 2]"
"[491, 38, 386]","[3, 0, 3, 2, 2, 2, 0, 2, 0, 3, 2, 1, 1, 2, 2, 3, 1, 3, 2, 2, 1, 0, 2, 1, 2, 3, 3, 3, 1, 3, 3, 2, 2, 2, 1, 1, 1, 1, 3, 1, 0, 1, 0, 3, 1, 3, 1, 3, 1, 0]"
