fav_partners,project_prefs
"[15, 108, 58]","[3, 2, 0, 1, 0, 0, 3, 0, 3, 3, 1, 2, 0, 1, 1, 2, 1, 1, 0, 1, 0, 3, 0, 2, 2, 0, 0, 2, 1, 0, 3, 3, 0, 1, 3, 3, 2, 0, 1, 3, 2, 0, 2, 2, 3, 1, 0, 2, 2, 1]"
[23],"[2, 0, 1, 2, 2, 2, 2, 0, 0, 3, 1, 3, 2, 3, 3, 1, 1, 3, 0, 1, 3, 0, 1, 1, 2, 2, 0, 1, 1, 3, 0, 2, 0, 0, 0, 2, 3, 1, 2, 2, 1, 3, 2, 1, 3, 3, 0, 1, 0, 2]"
[439],"[2, 0, 2, 0, 2, 3, 2, 3, 2, 2, 1, 0, 0, 0, 2, 3, 0, 1, 1, 1, 3, 0, 2, 1, 2, 3, 3, 0, 0, 3, 1, 3, 0, 3, 2, 0, 1, 3, 3, 3, 1, 1, 2, 2, 2, 3, 2, 2, 1, 0]"
"[330, 72]","[2, 0, 0, 1, 0, 0, 2, 1, 1, 2, 2, 0, 3, 2, 2, 0, 3, 2, 3, 3, 2, 3, 2, 1, 0, 1, 0, 0, 1, 1, 3, 3, 1, 2, 3, 0, 3, 1, 2, 3, 0, 1, 0, 2, 0, 2, 2, 1, 1, 1]"
"[477, 37, 431]","[3, 1, 0, 1, 1, 2, 0, 3, 0, 1, 1, 1, 3, 1, 0, 1, 2, 0, 3, 1, 3, 3, 2, 3, 3, 3, 2, 3, 1, 3, 3, 3, 2, 0, 0, 0, 2, 0, 2, 3, 0, 0, 0, 3, 0, 2, 1, 3, 2, 0]"
[115],"[1, 3, 0, 2, 0, 0, 3, 0, 2, 3, 0, 2, 0, 2, 1, 0, 3, 3, 3, 3, 0, 3, 0, 3, 3, 3, 3, 1, 1, 3, 0, 1, 0, 3, 2, 1, 0, 3, 0, 2, 2, 1, 0, 1, 0, 0, 2, 0, 2, 3]"
"[273, 499, 205]","[2, 3, 2, 0, 3, 0, 3, 3, 3, 2, 1, 2, 0, 3, 3, 3, 0, 1, 3, 3, 0, 0, 0, 2, 3, 1, 2, 3, 0, 2, 0, 3, 0, 0, 1, 1, 1, 0, 3, 0, 1, 1, 0, 1, 2, 2, 2, 0, 1, 0]"
[453],"[2, 2, 2, 3, 0, 2, 0, 2, 0, 3, 0, 3, 1, 0, 0, 3, 2, 1, 3, 2, 1, 1, 1, 2, 0, 1, 0, 0, 1, 3, 3, 0, 2, 3, 3, 1, 3, 3, 0, 3, 1, 1, 1, 3, 0, 3, 3, 0, 2, 0]"
"[11, 328]","[1, 0, 1, 1, 0, 1, 2, 2, 1, 1, 3, 0, 0, 2, 3, 0, 2, 0, 3, 2, 0, 0, 3, 3, 0, 1, 3, 2, 0, 3, 3, 1, 0, 2, 3, 2, 1, 1, 3, 0, 2, 0, 2, 3, 1, 1, 1, 0, 2, 0]"
"[388, 77, 12, 150, 350]","[0, 2, 2, 3, 1, 3, 3, 2, 2, 0, 2, 2, 2, 3, 3, 0, 0, 2, 2, 3, 1, 0, 2, 0, 3, 0, 1, 1, 0, 3, 2, 0, 3, 3, 3, 0, 2, 1, 0, 0, 1, 3, 1, 1, 2, 1, 1, 1, 0, 1]"
"[113, 236]","[1, 1, 1, 3, 3, 2, 2, 2, 1, 0, 3, 3, 2, 0, 3, 2, 1, 0, 0, 3, 3, 0, 2, 1, 0, 1, 3, 3, 3, 1, 2, 2, 3, 3, 2, 3, 0, 1, 3, 1, 2, 0, 2, 2, 1, 3, 2, 2, 1, 2]"
