fav_partners,project_prefs
[409],"[0, 1, 0, 3, 3, 0, 2, 2, 2, 2, 3, 0, 1, 1, 1, 3, 1, 2, 1, 0, 2, 0, 1, 2, 1, 0, 2, 1, 3, 1, 0, 2, 1, 3, 1, 2, 3, 2, 2, 2, 3, 3, 1, 0, 2, 1, 0, 0, 2, 1]"
"[337, 470]","[3, 2, 1, 3, 3, 0, 0, 2, 1, 3, 3, 2, 1, 0, 2, 0, 3, 2, 1, 1, 0, 0, 1, 0, 2, 3, 1, 0, 0, 3, 1, 2, 3, 1, 3, 2, 1, 3, 0, 0, 0, 3, 1, 1, 2, 0, 1, 0, 1, 3]"
[37],"[2, 3, 0, 0, 2, 1, 2, 0, 1, 3, 1, 1, 3, 2, 3, 1, 2, 1, 3, 0, 1, 2, 3, 2, 2, 2, 2, 1, 0, 2, 3, 0, 0, 1, 3, 3, 2, 2, 0, 2, 2, 1, 3, 1, 2, 3, 3, 2, 1, 1]"
"[464, 295, 316, 196]","[3, 2, 3, 2, 0, 0, 0, 2, 3, 2, 3, 3, 0, 0, 1, 2, 2, 1, 1, 3, 0, 2, 0, 2, 1, 0, 3, 0, 0, 1, 1, 1, 3, 2, 2, 2, 1, 0, 3, 2, 3, 1, 3, 1, 2, 0, 3, 1, 0, 0]"
"[323, 276]","[2, 2, 0, 0, 0, 3, 0, 3, 3, 1, 2, 3, 1, 3, 0, 1, 2, 3, 2, 3, 0, 2, 0, 2, 2, 1, 3, 3, 2, 3, 3, 0, 1, 0, 3, 2, 3, 3, 1, 1, 3, 3, 2, 2, 1, 1, 1, 1, 0, 2]"
"[458, 426, 434, 173]","[3, 1, 0, 0, 2, 2, 0, 3, 1, 0, 1, 0, 0, 1, 2, 0, 3, 2, 3, 1, 1, 3, 3, 0, 2, 1, 0, 2, 3, 0, 2, 2, 0, 0, 0, 2, 2, 2, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 3, 1]"
"[91, 407, 49]","[1, 3, 3, 3, 0, 0, 2, 3, 0, 0, 0, 2, 3, 2, 2, 1, 2, 0, 0, 3, 3, 2, 2, 0, 3, 2, 3, 2, 0, 1, 3, 3, 1, 0, 3, 0, 0, 2, 3, 1, 2, 2, 1, 0, 2, 0, 0, 3, 1, 3]"
"[155, 310, 495, 204]","[0, 3, 0, 1, 3, 1, 0, 3, 3, 1, 3, 1, 3, 2, 3, 0, 0, 1, 2, 1, 2, 0, 3, 1, 1, 0, 0, 2, 1, 2, 1, 3, 0, 3, 3, 1, 0, 0, 1, 3, 1, 1, 2, 2, 2, 3, 2, 2, 1, 0]"
[219],"[2, 1, 0, 1, 3, 3, 0, 3, 2, 1, 3, 1, 2, 2, 1, 2, 2, 2, 2, 3, 2, 3, 0, 1, 3, 0, 3, 1, 2, 0, 2, 0, 1, 3, 0, 1, 3, 2, 1, 3, 0, 1, 3, 3, 2, 3, 0, 1, 1, 0]"
"[104, 332]","[3, 3, 0, 2, 2, 1, 0, 3, 1, 3, 3, 1, 2, 3, 3, 3, 2, 3, 1, 1, 1, 2, 3, 2, 3, 0, 1, 2, 0, 1, 3, 0, 2, 1, 1, 1, 2, 1, 3, 3, 1, 1, 0, 1, 0, 2, 3, 3, 1, 2]"
[98],"[0, 1, 3, 0, 2, 0, 2, 3, 0, 2, 2, 2, 3, 3, 2, 2, 1, 2, 1, 2, 1, 2, 2, 3, 2, 2, 1, 2, 1, 1, 0, 2, 2, 3, 1, 2, 0, 1, 3, 2, 1, 2, 0, 3, 0, 3, 3, 3, 0, 1]"
