fav_partners,project_prefs
"[34, 478, 326, 337]","[3, 1, 2, 0, 0, 2, 3, 2, 3, 1, 2, 1, 2, 0, 1, 2, 0, 1, 3, 3, 2, 3, 2, 3, 3, 3, 2, 3, 0, 3, 1, 2, 1, 1, 3, 1, 3, 2, 1, 1, 0, 1, 2, 2, 3, 2, 1, 2, 3, 0]"
[433],"[0, 0, 1, 0, 0, 1, 2, 3, 1, 1, 0, 3, 0, 0, 2, 1, 2, 2, 0, 3, 0, 2, 1, 1, 1, 1, 0, 2, 1, 2, 1, 3, 3, 2, 1, 1, 3, 1, 3, 0, 0, 2, 2, 1, 3, 1, 3, 1, 2, 1]"
"[225, 409, 90, 299]","[0, 3, 2, 0, 3, 3, 1, 2, 1, 2, 1, 2, 2, 2, 0, 0, 1, 2, 2, 3, 0, 0, 0, 3, 1, 2, 2, 0, 1, 0, 3, 1, 0, 1, 2, 2, 1, 3, 2, 0, 2, 2, 3, 3, 0, 2, 2, 3, 2, 3]"
"[279, 270, 380, 232]","[1, 1, 1, 0, 3, 0, 1, 1, 0, 2, 2, 3, 2, 1, 2, 1, 3, 1, 3, 1, 1, 0, 0, 0, 1, 1, 2, 2, 2, 2, 3, 0, 2, 1, 3, 1, 1, 2, 2, 1, 1, 3, 1, 0, 1, 0, 1, 2, 0, 1]"
"[189, 266, 193, 289, 124]","[0, 3, 1, 2, 1, 1, 0, 1, 3, 2, 2, 0, 2, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 2, 1, 0, 0, 3, 0, 0, 0, 3, 0, 0, 3, 0, 0, 1, 1, 3, 3, 3, 2, 2, 1, 0, 0, 2, 0]"
"[6, 255, 251, 350]","[0, 0, 0, 2, 1, 2, 0, 0, 2, 0, 1, 0, 3, 0, 0, 1, 1, 2, 1, 1, 3, 3, 1, 1, 3, 2, 0, 0, 1, 2, 3, 2, 0, 3, 2, 0, 2, 0, 0, 3, 3, 3, 0, 0, 3, 3, 3, 2, 2, 2]"
"[5, 344, 428]","[0, 0, 0, 3, 2, 2, 0, 0, 2, 0, 1, 0, 0, 0, 0, 1, 1, 2, 1, 0, 3, 3, 3, 0, 3, 1, 0, 0, 1, 2, 3, 2, 0, 3, 2, 0, 2, 1, 2, 3, 3, 3, 0, 0, 3, 3, 3, 2, 2, 2]"
"[479, 71]","[2, 0, 0, 2, 3, 3, 1, 3, 2, 2, 0, 2, 3, 2, 2, 1, 3, 0, 1, 2, 2, 2, 0, 3, 2, 2, 1, 2, 0, 3, 1, 2, 3, 1, 1, 2, 0, 2, 1, 2, 2, 3, 0, 0, 3, 0, 2, 3, 0, 1]"
[164],"[3, 2, 3, 1, 1, 1, 0, 3, 2, 1, 3, 0, 0, 1, 1, 1, 1, 2, 1, 2, 0, 2, 0, 1, 0, 0, 2, 1, 3, 2, 2, 0, 3, 0, 0, 3, 3, 1, 2, 3, 1, 0, 3, 3, 3, 0, 2, 3, 3, 2]"
"[395, 123, 429]","[3, 1, 1, 3, 3, 1, 3, 0, 3, 1, 3, 3, 0, 1, 0, 0, 2, 3, 3, 1, 0, 3, 2, 0, 2, 1, 1, 3, 3, 0, 2, 3, 2, 1, 1, 0, 3, 2, 3, 0, 0, 3, 0, 3, 0, 3, 1, 3, 1, 3]"
[43],"[0, 2, 0, 3, 1, 2, 3, 3, 3, 1, 1, 0, 0, 2, 3, 3, 3, 2, 0, 2, 3, 1, 3, 3, 0, 0, 3, 0, 3, 0, 3, 1, 2, 0, 2, 2, 1, 1, 0, 3, 0, 0, 3, 2, 2, 0, 3, 3, 1, 1]"
"[145, 450, 224]","[1, 0, 1, 1, 0, 0, 0, 3, 0, 3, 1, 2, 1, 1, 1, 3, 3, 3, 1, 0, 3, 3, 2, 0, 1, 2, 1, 2, 0, 3, 3, 1, 0, 2, 3, 0, 0, 2, 3, 1, 2, 0, 0, 2, 2, 0, 2, 3, 3, 3]"
"[337, 343, 162, 471, 288]","[1, 0, 1, 3, 0, 0, 1, 3, 1, 0, 2, 0, 3, 3, 3, 0, 1, 0, 0, 0, 2, 0, 1, 0, 0, 1, 2, 3, 3, 2, 0, 2, 1, 0, 1, 0, 0, 0, 2, 1, 1, 3, 0, 1, 3, 2, 2, 3, 2, 3]"
"[250, 472, 401, 170]","[2, 1, 1, 0, 1, 2, 0, 2, 3, 2, 1, 0, 1, 2, 0, 1, 2, 0, 2, 1, 0, 0, 2, 0, 1, 2, 2, 3, 3, 0, 3, 3, 3, 1, 3, 3, 2, 0, 0, 2, 3, 2, 2, 0, 0, 1, 2, 2, 1, 0]"
"[332, 484, 216, 381, 388]","[0, 0, 0, 0, 3, 1, 3, 1, 3, 3, 0, 2, 0, 1, 3, 3, 3, 2, 3, 0, 0, 3, 3, 2, 3, 2, 0, 0, 1, 0, 3, 0, 0, 2, 1, 1, 2, 2, 2, 1, 2, 1, 3, 2, 0, 2, 0, 1, 1, 0]"
"[150, 277]","[1, 0, 1, 1, 0, 1, 1, 2, 1, 1, 3, 0, 2, 2, 0, 2, 3, 2, 1, 1, 0, 2, 2, 3, 0, 3, 1, 1, 2, 3, 3, 3, 3, 1, 2, 2, 0, 0, 2, 0, 1, 2, 1, 0, 3, 1, 1, 2, 2, 3]"
"[435, 496, 158, 55, 112]","[3, 2, 3, 2, 3, 3, 2, 0, 1, 1, 0, 1, 0, 0, 0, 2, 0, 0, 2, 1, 3, 3, 3, 2, 3, 3, 3, 2, 1, 3, 0, 0, 0, 0, 3, 2, 2, 1, 0, 1, 3, 1, 3, 0, 1, 3, 1, 0, 1, 2]"
"[496, 29]","[2, 2, 3, 3, 0, 0, 1, 1, 0, 1, 1, 0, 2, 0, 3, 0, 1, 3, 2, 2, 1, 2, 2, 0, 3, 0, 2, 0, 1, 1, 1, 2, 1, 2, 2, 2, 0, 2, 3, 3, 2, 2, 0, 0, 2, 0, 2, 0, 2, 3]"
[456],"[1, 3, 2, 2, 3, 3, 3, 1, 3, 2, 3, 0, 0, 1, 2, 3, 2, 3, 0, 1, 1, 2, 0, 1, 3, 1, 0, 3, 0, 0, 2, 0, 3, 2, 1, 2, 2, 0, 0, 3, 0, 1, 0, 0, 3, 1, 1, 0, 1, 3]"
"[143, 61, 97, 416]","[2, 3, 0, 0, 0, 2, 1, 0, 2, 2, 1, 0, 0, 1, 2, 2, 1, 3, 1, 3, 2, 3, 2, 2, 1, 0, 0, 2, 1, 3, 0, 2, 0, 3, 1, 2, 1, 3, 3, 2, 1, 3, 0, 3, 0, 0, 0, 1, 2, 2]"
"[259, 3]","[1, 1, 1, 0, 3, 1, 1, 0, 0, 2, 1, 3, 0, 3, 2, 2, 3, 1, 0, 1, 1, 0, 3, 2, 3, 1, 2, 2, 2, 2, 3, 0, 3, 1, 3, 1, 0, 2, 2, 1, 1, 3, 1, 0, 0, 0, 0, 2, 0, 1]"
