fav_partners,project_prefs
"[353, 371, 188, 425, 45]","[0, 2, 0, 0, 3, 2, 1, 1, 2, 0, 1, 2, 2, 2, 0, 0, 0, 1, 3, 1, 2, 3, 0, 0, 1, 1, 3, 1, 0, 3, 3, 0, 1, 3, 1, 1, 1, 2, 3, 3, 0, 3, 2, 2, 2, 3, 0, 0, 1, 2]"
"[135, 89]","[1, 3, 3, 0, 0, 2, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 2, 3, 1, 0, 0, 3, 3, 0, 0, 3, 2, 3, 2, 1, 2, 0, 2, 1, 0, 0, 3, 0, 2, 1, 2, 1, 2, 1, 2, 1, 0, 2, 2, 1]"
[452],"[2, 2, 2, 3, 3, 3, 3, 2, 1, 3, 1, 1, 1, 2, 2, 3, 0, 1, 1, 3, 2, 1, 3, 3, 1, 1, 1, 0, 3, 2, 0, 0, 3, 0, 1, 2, 2, 3, 0, 1, 2, 2, 3, 2, 3, 2, 1, 0, 3, 1]"
"[371, 40, 45]","[3, 2, 3, 1, 3, 3, 1, 0, 3, 2, 3, 1, 3, 3, 2, 0, 1, 3, 1, 1, 3, 3, 3, 0, 3, 0, 3, 1, 1, 1, 1, 2, 3, 3, 2, 2, 1, 1, 1, 1, 0, 3, 0, 1, 3, 1, 0, 0, 3, 2]"
"[212, 103, 407, 335, 175]","[0, 2, 1, 0, 0, 1, 2, 1, 0, 0, 0, 2, 0, 0, 3, 3, 2, 0, 3, 0, 1, 0, 1, 2, 1, 3, 0, 1, 1, 2, 1, 1, 0, 0, 0, 0, 1, 2, 0, 2, 0, 1, 3, 0, 1, 0, 2, 1, 3, 2]"
"[286, 21]","[3, 0, 2, 3, 3, 1, 0, 3, 3, 3, 3, 1, 2, 1, 1, 1, 2, 2, 0, 1, 1, 3, 3, 0, 0, 0, 2, 1, 0, 2, 2, 1, 1, 2, 1, 3, 2, 0, 0, 3, 2, 1, 3, 2, 3, 0, 1, 1, 3, 0]"
"[97, 64, 141]","[1, 1, 0, 3, 1, 0, 1, 0, 2, 0, 1, 2, 0, 3, 3, 1, 2, 2, 3, 0, 2, 1, 3, 0, 1, 3, 2, 3, 0, 0, 0, 2, 2, 0, 3, 2, 3, 2, 3, 1, 3, 3, 3, 3, 2, 0, 2, 2, 0, 2]"
"[84, 477, 337, 231, 361]","[3, 2, 3, 2, 0, 3, 0, 1, 1, 1, 0, 1, 3, 1, 0, 3, 3, 0, 2, 3, 0, 3, 2, 3, 0, 1, 0, 1, 2, 2, 0, 2, 2, 0, 3, 0, 0, 0, 2, 1, 2, 2, 1, 2, 3, 1, 2, 3, 3, 0]"
"[476, 385]","[2, 0, 1, 1, 2, 3, 2, 2, 2, 1, 0, 0, 1, 3, 0, 3, 1, 0, 3, 1, 3, 3, 0, 2, 1, 2, 0, 3, 1, 0, 1, 1, 2, 3, 1, 2, 0, 2, 2, 2, 2, 0, 1, 2, 1, 1, 3, 2, 3, 2]"
"[329, 206, 480]","[3, 0, 3, 2, 2, 1, 3, 3, 2, 1, 2, 0, 2, 1, 2, 1, 3, 3, 2, 3, 2, 0, 2, 2, 1, 2, 3, 1, 0, 2, 3, 1, 0, 2, 0, 1, 1, 3, 1, 1, 0, 2, 1, 3, 2, 0, 0, 1, 2, 0]"
