fav_partners,project_prefs
"[468, 232, 410]","[1, 0, 0, 0, 2, 0, 2, 1, 2, 2, 3, 3, 3, 0, 1, 3, 2, 1, 0, 3, 1, 3, 2, 3, 1, 0, 3, 1, 3, 2, 2, 3, 1, 3, 3, 1, 2, 3, 2, 1, 1, 2, 1, 2, 3, 1, 2, 1, 2, 1]"
[442],"[1, 2, 1, 0, 3, 3, 1, 1, 2, 1, 0, 3, 1, 2, 3, 2, 1, 2, 3, 2, 0, 0, 1, 1, 1, 3, 0, 2, 2, 3, 3, 2, 3, 0, 0, 0, 2, 1, 2, 3, 2, 3, 3, 2, 1, 0, 0, 0, 0, 2]"
"[69, 335, 267]","[0, 1, 0, 0, 0, 2, 0, 3, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 2, 3, 2, 1, 2, 1, 0, 1, 3, 1, 1, 0, 2, 3, 1, 2, 0, 2, 1, 0, 1, 1, 0, 3, 1, 1, 3, 0, 2, 1, 1, 3]"
"[59, 447, 80]","[2, 3, 1, 2, 1, 0, 2, 3, 2, 2, 2, 1, 2, 3, 0, 1, 3, 0, 0, 1, 3, 1, 3, 2, 1, 1, 0, 2, 3, 2, 3, 0, 2, 3, 3, 1, 1, 0, 2, 3, 3, 1, 3, 1, 3, 0, 0, 3, 0, 3]"
"[436, 10, 22]","[1, 0, 1, 1, 1, 0, 3, 3, 0, 1, 1, 1, 3, 0, 1, 0, 1, 1, 3, 3, 2, 3, 0, 2, 2, 1, 0, 1, 3, 1, 1, 0, 1, 1, 3, 3, 0, 2, 2, 3, 2, 2, 0, 0, 3, 2, 0, 1, 1, 3]"
[106],"[1, 0, 3, 2, 1, 2, 1, 0, 2, 2, 0, 2, 1, 1, 2, 3, 3, 3, 0, 1, 3, 0, 2, 1, 1, 3, 2, 1, 1, 3, 2, 1, 0, 1, 1, 3, 3, 1, 0, 2, 3, 0, 2, 0, 0, 3, 1, 0, 0, 0]"
"[286, 162, 485]","[3, 2, 2, 3, 1, 1, 0, 1, 3, 1, 0, 1, 1, 1, 1, 1, 0, 0, 2, 0, 2, 3, 2, 3, 0, 0, 1, 3, 0, 2, 2, 2, 3, 3, 0, 2, 1, 1, 0, 1, 1, 1, 3, 2, 0, 2, 3, 1, 2, 3]"
"[481, 291, 466]","[1, 2, 0, 3, 2, 1, 2, 2, 0, 2, 1, 3, 0, 3, 3, 0, 2, 3, 3, 1, 1, 0, 2, 0, 3, 2, 1, 3, 3, 2, 3, 1, 3, 2, 1, 0, 1, 2, 2, 0, 0, 3, 2, 2, 1, 2, 3, 1, 0, 1]"
[434],"[2, 3, 3, 1, 2, 3, 3, 3, 2, 0, 0, 3, 1, 0, 0, 3, 3, 1, 3, 0, 3, 0, 2, 1, 2, 2, 0, 2, 0, 1, 0, 0, 2, 2, 3, 1, 1, 2, 3, 2, 1, 3, 3, 0, 0, 0, 0, 2, 1, 2]"
"[336, 254, 365, 330, 463]","[0, 2, 0, 0, 2, 0, 1, 0, 1, 3, 1, 1, 3, 2, 1, 3, 0, 3, 0, 0, 0, 2, 0, 3, 1, 2, 3, 1, 3, 2, 1, 3, 0, 3, 1, 2, 2, 2, 3, 3, 2, 2, 2, 1, 1, 1, 3, 2, 0, 2]"
