fav_partners,project_prefs
"[327, 386, 38]","[2, 2, 1, 2, 3, 3, 1, 0, 1, 0, 2, 1, 1, 1, 0, 1, 3, 3, 1, 0, 3, 1, 1, 2, 3, 2, 1, 1, 3, 3, 0, 3, 2, 1, 0, 0, 3, 1, 2, 3]"
"[149, 168, 29, 13, 148]","[0, 1, 0, 2, 0, 0, 3, 0, 1, 1, 0, 3, 3, 1, 2, 0, 3, 2, 1, 2, 0, 3, 3, 2, 2, 3, 3, 0, 2, 1, 3, 1, 1, 2, 1, 3, 0, 2, 0, 0]"
"[235, 256, 196, 40]","[3, 3, 3, 3, 2, 1, 3, 0, 2, 0, 1, 2, 0, 0, 2, 3, 3, 2, 2, 2, 2, 0, 2, 1, 1, 2, 0, 3, 1, 1, 0, 0, 2, 2, 1, 3, 2, 1, 3, 2]"
"[221, 17, 284, 266]","[3, 0, 0, 0, 2, 3, 0, 2, 1, 0, 0, 2, 1, 3, 2, 2, 1, 3, 2, 1, 0, 3, 0, 2, 2, 0, 1, 2, 2, 2, 0, 3, 0, 2, 2, 3, 1, 2, 0, 0]"
[128],"[1, 0, 2, 0, 0, 2, 1, 3, 3, 3, 3, 3, 3, 3, 1, 2, 0, 2, 3, 0, 0, 2, 1, 3, 3, 1, 2, 2, 3, 2, 0, 0, 2, 2, 0, 1, 0, 3, 0, 3]"
"[395, 135]","[3, 2, 3, 1, 3, 1, 2, 1, 0, 0, 2, 0, 2, 2, 0, 0, 1, 2, 1, 3, 2, 3, 0, 1, 2, 0, 0, 3, 3, 2, 0, 0, 2, 1, 3, 1, 2, 3, 3, 2]"
"[68, 239, 45]","[2, 3, 0, 2, 0, 2, 3, 0, 1, 3, 2, 0, 3, 0, 2, 0, 0, 3, 0, 2, 0, 2, 2, 2, 2, 3, 3, 1, 1, 2, 2, 0, 0, 3, 1, 1, 1, 0, 3, 0]"
[337],"[3, 2, 0, 3, 1, 2, 2, 2, 3, 3, 1, 0, 0, 2, 1, 2, 1, 0, 2, 1, 3, 1, 3, 0, 1, 0, 1, 2, 0, 2, 3, 0, 3, 2, 0, 1, 0, 1, 3, 1]"
"[230, 159]","[0, 2, 2, 1, 2, 3, 3, 2, 1, 2, 2, 1, 3, 1, 2, 1, 0, 1, 3, 3, 0, 1, 1, 2, 0, 1, 2, 2, 1, 0, 0, 0, 1, 1, 1, 2, 1, 1, 3, 2]"
"[257, 168, 335, 254, 370]","[0, 1, 1, 2, 1, 2, 1, 1, 1, 1, 3, 2, 3, 2, 0, 1, 3, 2, 0, 3, 2, 1, 0, 0, 1, 0, 3, 3, 1, 1, 3, 3, 0, 0, 3, 3, 2, 1, 2, 2]"
