fav_partners,project_prefs
"[195, 241, 97, 319, 47]","[1, 2, 0, 0, 1, 2, 2, 3, 0, 0, 3, 2, 0, 3, 2, 2, 3, 0, 3, 1, 0, 1, 3, 0, 1, 0, 3, 2, 2, 3, 1, 2, 3, 1, 0, 0, 1, 2, 1, 0]"
"[355, 274, 379]","[2, 3, 0, 1, 2, 1, 1, 2, 2, 0, 2, 2, 1, 3, 0, 0, 0, 0, 2, 0, 1, 2, 0, 1, 2, 2, 3, 1, 3, 1, 0, 1, 2, 1, 2, 3, 3, 3, 0, 1]"
[377],"[3, 2, 3, 2, 0, 0, 1, 2, 2, 2, 3, 2, 0, 0, 0, 2, 1, 1, 1, 1, 2, 1, 1, 2, 2, 0, 3, 3, 3, 3, 1, 2, 0, 0, 2, 1, 2, 2, 0, 0]"
[56],"[0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 2, 2, 0, 2, 0, 2, 1, 2, 3, 2, 3, 3, 0, 1, 1, 1, 3, 1, 0, 2, 1, 3, 3, 2, 1, 1, 0, 1, 2, 0]"
[265],"[1, 3, 1, 1, 2, 1, 0, 3, 2, 1, 3, 0, 2, 1, 3, 1, 1, 0, 3, 2, 0, 2, 0, 2, 1, 2, 3, 1, 0, 1, 1, 1, 2, 3, 0, 3, 1, 1, 3, 0]"
"[4, 11, 205, 47, 114]","[1, 3, 1, 1, 2, 1, 1, 3, 2, 1, 3, 0, 1, 3, 3, 1, 1, 0, 3, 3, 0, 2, 0, 0, 1, 2, 2, 1, 0, 1, 1, 1, 2, 3, 3, 3, 1, 1, 3, 0]"
"[14, 212]","[0, 2, 2, 1, 1, 2, 3, 2, 2, 0, 3, 1, 3, 0, 1, 0, 0, 1, 3, 3, 0, 2, 3, 3, 0, 3, 1, 2, 1, 2, 1, 2, 2, 1, 2, 2, 0, 3, 3, 1]"
"[166, 178, 262, 240, 131]","[2, 3, 3, 1, 0, 2, 3, 3, 2, 0, 0, 3, 0, 0, 0, 1, 0, 1, 0, 3, 1, 0, 2, 3, 0, 1, 3, 3, 1, 0, 1, 0, 3, 3, 2, 1, 2, 0, 1, 2]"
"[338, 365, 97, 259]","[0, 3, 0, 0, 0, 1, 0, 2, 3, 0, 0, 1, 0, 3, 1, 2, 3, 1, 1, 3, 2, 2, 2, 2, 2, 1, 3, 3, 1, 0, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2]"
"[3, 272, 341]","[0, 3, 0, 0, 0, 0, 3, 3, 0, 0, 3, 1, 0, 2, 0, 2, 1, 2, 3, 2, 3, 0, 2, 3, 1, 1, 2, 1, 0, 2, 1, 3, 3, 3, 1, 1, 0, 2, 2, 0]"
"[320, 334]","[3, 0, 0, 2, 1, 2, 0, 1, 2, 0, 3, 1, 2, 3, 1, 1, 2, 1, 1, 1, 0, 3, 1, 3, 2, 3, 1, 0, 0, 3, 1, 3, 3, 0, 3, 1, 0, 2, 2, 0]"
[5],"[1, 3, 1, 1, 2, 1, 1, 1, 2, 1, 3, 0, 0, 3, 3, 1, 1, 0, 3, 3, 0, 0, 0, 2, 1, 0, 3, 1, 0, 2, 1, 1, 2, 0, 0, 3, 1, 1, 3, 3]"
"[176, 123, 242, 217, 213]","[2, 3, 1, 2, 0, 3, 0, 0, 2, 2, 0, 1, 1, 0, 0, 3, 3, 3, 0, 2, 0, 1, 3, 3, 0, 3, 3, 1, 2, 0, 2, 0, 1, 3, 2, 3, 1, 0, 2, 2]"
[15],"[0, 0, 0, 0, 3, 3, 2, 3, 0, 1, 1, 1, 2, 3, 3, 3, 0, 2, 0, 2, 3, 1, 1, 0, 1, 1, 2, 0, 3, 3, 3, 3, 3, 0, 0, 3, 2, 0, 3, 0]"
[263],"[2, 1, 0, 3, 2, 3, 0, 0, 0, 0, 0, 3, 0, 1, 0, 0, 2, 2, 1, 2, 3, 2, 3, 3, 0, 3, 1, 0, 3, 1, 3, 3, 0, 2, 1, 2, 0, 0, 0, 2]"
"[49, 181]","[0, 1, 0, 1, 0, 1, 0, 1, 3, 2, 1, 1, 0, 0, 3, 2, 0, 1, 0, 3, 0, 0, 1, 3, 3, 0, 2, 3, 3, 3, 1, 1, 2, 2, 3, 0, 0, 2, 3, 1]"
"[105, 329, 60, 339, 232]","[2, 3, 2, 2, 1, 3, 2, 0, 3, 1, 2, 0, 2, 3, 3, 3, 3, 3, 2, 1, 0, 1, 2, 1, 3, 3, 2, 2, 1, 2, 1, 2, 1, 0, 0, 1, 1, 3, 1, 0]"
"[380, 106]","[0, 0, 1, 0, 3, 2, 2, 2, 0, 3, 3, 3, 2, 1, 0, 1, 1, 2, 0, 0, 1, 0, 0, 3, 2, 0, 3, 1, 2, 0, 3, 1, 2, 3, 2, 3, 3, 2, 3, 0]"
"[280, 16, 307, 175]","[2, 3, 3, 2, 3, 3, 3, 0, 3, 1, 2, 0, 3, 2, 1, 3, 2, 3, 1, 1, 0, 1, 2, 1, 3, 3, 2, 0, 1, 2, 1, 0, 2, 0, 1, 1, 1, 0, 1, 0]"
"[265, 115]","[1, 1, 3, 0, 0, 3, 3, 3, 2, 3, 1, 2, 3, 0, 1, 3, 3, 1, 1, 2, 2, 2, 1, 2, 1, 2, 3, 0, 1, 2, 1, 1, 1, 0, 1, 3, 3, 0, 1, 0]"
