fav_partners,project_prefs
"[292, 141, 427, 366]","[2, 2, 3, 2, 1, 0, 1, 1, 3, 1, 2, 3, 3, 0, 0, 2, 3, 3, 3, 0, 2, 0, 2, 1, 0, 1, 1, 2, 1, 3, 0, 0, 3, 2, 1, 2, 3, 3, 2, 2, 0, 1, 3, 0, 2, 2, 2, 3, 2, 1, 2, 3, 2, 2, 3, 1, 2, 0, 1, 3, 3, 1, 1, 2, 2, 1, 2, 2, 3, 1, 0, 1, 3, 2, 3, 2, 3, 2, 3, 0]"
[455],"[0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 3, 2, 1, 1, 3, 0, 1, 3, 3, 1, 1, 1, 2, 2, 0, 1, 3, 2, 0, 0, 1, 3, 1, 2, 0, 3, 3, 0, 1, 1, 3, 0, 2, 3, 2, 2, 3, 3, 1, 1, 3, 2, 2, 3, 2, 2, 2, 3, 3, 0, 2, 3, 2, 3, 0, 3, 3, 3, 2, 2, 3, 2, 2, 0, 0, 0, 1, 1, 2, 2]"
"[84, 515]","[3, 0, 3, 2, 2, 2, 0, 2, 0, 3, 1, 3, 3, 2, 3, 1, 0, 1, 2, 2, 0, 1, 2, 1, 1, 0, 2, 2, 0, 2, 1, 2, 0, 1, 0, 3, 1, 3, 1, 2, 1, 2, 2, 0, 3, 2, 1, 1, 2, 1, 1, 1, 1, 3, 2, 3, 2, 1, 0, 1, 3, 0, 0, 2, 0, 0, 3, 3, 0, 0, 0, 1, 2, 0, 0, 0, 1, 0, 0, 1]"
[504],"[3, 0, 2, 1, 3, 3, 2, 2, 1, 0, 1, 1, 1, 0, 2, 1, 2, 3, 1, 2, 3, 0, 2, 2, 3, 2, 3, 0, 0, 3, 0, 3, 0, 0, 3, 0, 2, 2, 2, 0, 3, 1, 0, 3, 0, 0, 2, 0, 1, 3, 3, 1, 0, 0, 0, 1, 1, 0, 0, 3, 2, 1, 1, 3, 0, 2, 0, 3, 1, 0, 0, 0, 0, 3, 3, 0, 1, 0, 3, 0]"
"[719, 431, 672, 166, 311]","[1, 3, 3, 3, 0, 0, 2, 3, 2, 3, 2, 2, 0, 3, 0, 0, 0, 1, 1, 2, 0, 2, 0, 1, 1, 1, 0, 0, 2, 1, 0, 0, 2, 0, 0, 1, 3, 1, 3, 0, 0, 3, 3, 1, 0, 3, 1, 3, 2, 0, 1, 3, 1, 3, 0, 2, 0, 3, 2, 0, 3, 3, 3, 0, 0, 1, 0, 1, 3, 0, 0, 2, 3, 2, 3, 3, 1, 2, 3, 3]"
"[312, 132]","[0, 1, 0, 3, 3, 3, 2, 0, 1, 1, 1, 3, 3, 3, 1, 0, 3, 0, 1, 2, 1, 2, 0, 1, 2, 3, 0, 0, 3, 0, 0, 2, 0, 0, 2, 2, 3, 0, 2, 1, 3, 1, 3, 0, 2, 2, 1, 3, 1, 0, 2, 1, 3, 3, 1, 0, 2, 1, 2, 0, 0, 2, 0, 3, 1, 1, 3, 0, 1, 0, 3, 0, 0, 0, 2, 3, 1, 2, 1, 1]"
[696],"[3, 1, 3, 3, 0, 2, 0, 2, 0, 1, 3, 1, 0, 1, 1, 3, 2, 2, 3, 0, 3, 1, 0, 3, 3, 2, 0, 2, 0, 1, 0, 3, 0, 3, 2, 0, 0, 3, 0, 2, 2, 1, 1, 1, 2, 0, 0, 3, 1, 0, 1, 0, 0, 2, 1, 0, 3, 3, 3, 2, 3, 0, 1, 3, 0, 1, 1, 0, 2, 2, 1, 2, 3, 0, 3, 2, 3, 0, 1, 3]"
"[744, 523, 71, 452]","[1, 1, 0, 1, 2, 2, 3, 0, 0, 3, 0, 1, 2, 0, 2, 1, 2, 0, 1, 2, 2, 3, 0, 3, 1, 2, 0, 3, 2, 3, 1, 2, 3, 3, 1, 2, 0, 0, 3, 2, 0, 1, 0, 1, 1, 3, 3, 2, 2, 0, 3, 1, 2, 0, 2, 0, 2, 0, 2, 1, 0, 3, 1, 2, 1, 1, 3, 1, 1, 0, 0, 1, 2, 0, 3, 3, 3, 0, 0, 2]"
"[310, 353, 418, 516]","[2, 2, 1, 3, 2, 3, 2, 0, 0, 2, 1, 0, 2, 2, 2, 1, 1, 3, 3, 0, 0, 3, 0, 1, 1, 0, 1, 2, 3, 2, 3, 1, 3, 1, 1, 2, 3, 1, 1, 3, 0, 3, 1, 0, 3, 2, 0, 1, 1, 2, 1, 3, 1, 1, 1, 1, 0, 1, 3, 1, 2, 2, 3, 0, 1, 2, 0, 3, 0, 1, 2, 0, 1, 1, 1, 0, 0, 1, 0, 0]"
"[392, 480]","[1, 0, 2, 0, 3, 1, 2, 3, 0, 1, 2, 3, 2, 0, 1, 3, 2, 0, 3, 3, 2, 0, 2, 2, 2, 0, 1, 2, 3, 2, 0, 1, 0, 3, 1, 0, 1, 1, 3, 1, 3, 3, 2, 3, 2, 1, 3, 1, 1, 0, 2, 1, 1, 1, 3, 2, 0, 0, 0, 1, 1, 2, 0, 3, 1, 2, 1, 1, 0, 0, 3, 1, 0, 2, 2, 1, 0, 3, 3, 3]"
