fav_partners,project_prefs
[150],"[1, 2, 0, 2, 2, 3, 1, 0, 1, 2, 1, 3, 2, 0, 0, 3, 3, 0, 1, 0, 2, 3, 1, 2, 3, 2, 1, 0, 2, 1, 0, 3, 3, 2, 2, 1, 1, 0, 3, 1, 1, 2, 1, 1, 3, 1, 0, 0, 1, 3, 3, 3, 0, 1, 2, 2, 0, 1, 2, 3, 3, 0, 2, 0, 3, 2, 1, 0, 0, 2, 3, 1, 2, 2, 0, 0, 0, 3, 1, 3, 1, 3, 3, 3, 1, 1, 0, 3, 0, 3, 2, 1, 0, 2, 3, 1, 3, 3, 0, 1]"
"[914, 580, 433, 946]","[2, 2, 2, 3, 0, 3, 0, 3, 2, 3, 2, 3, 0, 2, 1, 3, 3, 2, 3, 1, 3, 2, 0, 2, 1, 1, 2, 0, 1, 0, 3, 3, 2, 1, 0, 3, 2, 2, 3, 0, 0, 0, 1, 3, 0, 0, 3, 3, 1, 0, 2, 0, 1, 3, 0, 0, 0, 2, 1, 3, 1, 1, 1, 1, 0, 0, 3, 3, 2, 1, 0, 0, 0, 0, 1, 3, 2, 0, 3, 2, 0, 1, 0, 2, 2, 1, 1, 2, 1, 1, 1, 2, 0, 0, 2, 3, 3, 2, 1, 0]"
[959],"[2, 3, 0, 1, 0, 3, 0, 2, 2, 1, 0, 0, 0, 0, 1, 2, 0, 0, 2, 2, 3, 0, 0, 3, 1, 2, 2, 0, 1, 0, 2, 2, 2, 2, 0, 0, 3, 2, 2, 2, 0, 1, 3, 2, 1, 1, 0, 3, 2, 0, 1, 1, 1, 0, 2, 3, 0, 2, 1, 3, 1, 3, 0, 3, 1, 2, 2, 2, 0, 3, 0, 2, 3, 3, 2, 1, 1, 2, 3, 3, 2, 1, 1, 0, 3, 1, 1, 1, 0, 2, 3, 0, 0, 0, 2, 1, 1, 2, 3, 3]"
[426],"[2, 2, 2, 2, 3, 1, 3, 1, 3, 1, 3, 2, 2, 0, 0, 1, 2, 2, 1, 0, 2, 2, 0, 0, 3, 1, 0, 3, 3, 0, 1, 0, 1, 1, 1, 2, 2, 0, 2, 2, 0, 2, 0, 2, 1, 3, 0, 3, 1, 3, 3, 2, 0, 2, 0, 0, 3, 3, 0, 1, 0, 0, 3, 0, 3, 1, 3, 2, 3, 0, 0, 1, 1, 1, 3, 1, 3, 1, 0, 0, 3, 3, 3, 2, 3, 2, 0, 1, 0, 3, 3, 3, 2, 3, 1, 0, 0, 2, 3, 3]"
[102],"[1, 0, 1, 2, 1, 1, 2, 1, 3, 0, 2, 3, 1, 0, 2, 3, 1, 3, 3, 0, 2, 3, 2, 2, 3, 2, 3, 2, 0, 1, 3, 2, 1, 0, 2, 0, 3, 3, 1, 3, 1, 3, 2, 0, 0, 1, 2, 0, 1, 2, 0, 1, 1, 1, 3, 2, 2, 1, 1, 3, 0, 1, 3, 0, 0, 2, 3, 2, 1, 1, 2, 2, 1, 1, 2, 3, 2, 2, 3, 3, 3, 1, 3, 1, 2, 3, 3, 3, 0, 2, 3, 2, 0, 2, 3, 2, 3, 0, 0, 2]"
"[793, 160, 752, 978]","[2, 3, 2, 3, 0, 2, 3, 3, 0, 3, 2, 0, 2, 0, 3, 3, 1, 0, 2, 1, 1, 0, 3, 0, 0, 2, 2, 2, 0, 3, 1, 0, 3, 2, 3, 2, 1, 2, 1, 1, 1, 3, 1, 1, 2, 2, 1, 2, 1, 0, 3, 1, 1, 1, 3, 1, 3, 2, 0, 0, 2, 1, 0, 0, 2, 0, 3, 2, 2, 3, 3, 2, 1, 2, 0, 2, 3, 2, 0, 1, 3, 3, 2, 2, 1, 1, 0, 1, 0, 2, 0, 1, 2, 3, 2, 0, 3, 0, 1, 3]"
[811],"[0, 3, 3, 1, 0, 0, 2, 3, 2, 1, 3, 3, 1, 2, 3, 2, 0, 0, 2, 2, 3, 1, 2, 0, 0, 3, 1, 3, 2, 1, 1, 0, 1, 1, 3, 0, 0, 2, 2, 3, 2, 1, 0, 3, 3, 0, 3, 2, 0, 2, 3, 0, 2, 0, 2, 0, 1, 2, 1, 2, 3, 1, 3, 2, 0, 2, 2, 3, 1, 3, 3, 2, 3, 3, 3, 1, 1, 3, 0, 1, 0, 3, 0, 1, 0, 1, 1, 0, 0, 3, 1, 0, 1, 3, 1, 0, 3, 2, 1, 3]"
"[442, 703, 428, 31]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 2, 3, 1, 2, 2, 1, 2, 2, 1, 3, 1, 2, 1, 1, 1, 3, 3, 3, 0, 1, 0, 2, 0, 0, 3, 0, 1, 1, 2, 0, 1, 0, 3, 3, 3, 3, 1, 2, 0, 2, 3, 3, 2, 0, 0, 0, 3, 3, 1, 3, 0, 2, 1, 0, 1, 2, 2, 0, 3, 2, 1, 1, 1, 2, 0, 0, 0, 0, 1, 2, 0, 3, 2, 1, 1, 3, 3, 3, 1, 0, 1, 0, 2, 1, 0, 2, 3, 2, 1, 1]"
"[942, 885, 986, 333]","[0, 1, 1, 2, 2, 0, 0, 1, 3, 2, 1, 0, 0, 1, 1, 1, 1, 3, 1, 3, 3, 0, 2, 3, 1, 0, 3, 1, 1, 3, 2, 1, 1, 2, 1, 3, 0, 3, 3, 0, 2, 1, 2, 1, 0, 2, 3, 0, 3, 2, 1, 1, 0, 3, 0, 1, 3, 2, 2, 2, 0, 2, 2, 0, 0, 0, 3, 0, 1, 0, 0, 2, 2, 0, 0, 0, 1, 0, 2, 2, 3, 0, 3, 3, 2, 0, 1, 2, 2, 2, 1, 3, 1, 3, 0, 0, 2, 1, 2, 1]"
"[81, 361, 73]","[0, 3, 2, 1, 0, 0, 1, 3, 1, 1, 2, 2, 3, 0, 3, 1, 2, 2, 0, 2, 2, 2, 1, 2, 2, 2, 2, 3, 3, 0, 0, 3, 1, 1, 1, 2, 2, 3, 3, 3, 1, 3, 2, 0, 1, 3, 2, 0, 0, 0, 0, 1, 3, 2, 0, 0, 3, 2, 3, 3, 0, 2, 3, 2, 3, 1, 1, 0, 3, 1, 1, 1, 0, 2, 0, 3, 2, 3, 2, 1, 3, 3, 1, 3, 1, 1, 0, 2, 3, 3, 0, 2, 2, 1, 2, 0, 1, 2, 2, 1]"
