fav_partners,project_prefs
[627],"[1, 1, 3, 1, 2, 2, 0, 3, 0, 2, 0, 3, 2, 0, 0, 2, 1, 2, 0, 1, 1, 1, 1, 1, 3, 2, 2, 2, 0, 1, 3, 0, 3, 1, 3, 2, 0, 2, 1, 3, 3, 3, 1, 1, 2, 1, 3, 1, 2, 2, 1, 3, 3, 3, 1, 3, 1, 2, 1, 3, 2, 3, 1, 0, 3, 1, 0, 2, 1, 0, 0, 1, 3, 1, 2, 2, 0, 2, 2, 2, 3, 0, 1, 1, 2, 0, 2, 3, 1, 3, 1, 0, 3, 3, 2, 1, 2, 3, 1, 3]"
"[518, 856, 327]","[0, 1, 0, 0, 3, 3, 1, 3, 1, 2, 0, 0, 1, 3, 0, 1, 1, 1, 3, 0, 1, 2, 2, 3, 3, 0, 1, 0, 1, 0, 3, 3, 2, 3, 2, 1, 1, 3, 2, 0, 0, 3, 3, 1, 1, 0, 0, 3, 3, 3, 3, 0, 1, 3, 0, 3, 1, 1, 1, 2, 3, 0, 3, 3, 3, 1, 3, 3, 2, 0, 0, 3, 3, 1, 3, 3, 3, 0, 1, 1, 2, 3, 3, 3, 2, 2, 2, 3, 2, 3, 2, 1, 1, 0, 0, 3, 3, 0, 0, 1]"
"[182, 548]","[3, 2, 2, 3, 2, 2, 2, 0, 1, 3, 1, 0, 1, 0, 0, 3, 2, 0, 3, 1, 2, 2, 1, 0, 1, 1, 0, 3, 2, 1, 3, 0, 3, 1, 2, 0, 3, 0, 1, 1, 3, 0, 2, 1, 1, 0, 0, 2, 0, 3, 1, 3, 1, 3, 3, 3, 3, 1, 2, 1, 0, 3, 1, 1, 0, 1, 3, 2, 3, 1, 3, 3, 0, 3, 0, 0, 1, 1, 3, 0, 3, 0, 1, 2, 0, 0, 1, 2, 2, 3, 1, 2, 3, 0, 2, 0, 3, 3, 2, 1]"
"[182, 90, 83, 841, 734]","[0, 3, 1, 0, 1, 3, 3, 2, 3, 3, 0, 0, 3, 2, 0, 1, 0, 3, 2, 0, 3, 3, 3, 0, 3, 2, 3, 1, 2, 2, 0, 2, 1, 1, 0, 2, 0, 1, 0, 3, 2, 1, 3, 2, 1, 1, 2, 1, 2, 3, 0, 1, 2, 1, 1, 3, 2, 1, 1, 1, 0, 3, 2, 0, 1, 2, 1, 0, 2, 2, 1, 2, 3, 1, 0, 0, 1, 2, 0, 0, 1, 2, 2, 3, 2, 2, 0, 1, 3, 1, 3, 3, 3, 2, 1, 2, 2, 3, 3, 0]"
"[958, 871, 230, 426]","[0, 1, 0, 3, 3, 1, 2, 2, 3, 0, 2, 1, 3, 3, 0, 2, 2, 1, 3, 1, 0, 0, 1, 1, 2, 0, 0, 1, 3, 2, 1, 2, 0, 0, 3, 0, 1, 2, 2, 3, 3, 1, 3, 0, 3, 3, 2, 1, 3, 3, 0, 3, 1, 0, 3, 3, 2, 3, 1, 3, 1, 2, 3, 3, 0, 3, 2, 2, 1, 0, 3, 3, 0, 3, 0, 3, 1, 3, 0, 1, 0, 2, 2, 3, 2, 2, 1, 1, 1, 1, 2, 3, 1, 2, 1, 0, 2, 0, 3, 3]"
"[946, 456, 361, 49]","[1, 2, 3, 0, 3, 0, 3, 0, 2, 2, 0, 3, 1, 0, 3, 1, 2, 3, 3, 0, 0, 1, 3, 1, 1, 2, 3, 0, 1, 0, 3, 2, 2, 1, 3, 2, 0, 3, 1, 0, 0, 3, 3, 1, 0, 3, 3, 3, 2, 3, 1, 1, 1, 2, 3, 1, 1, 0, 1, 0, 3, 0, 0, 1, 0, 0, 2, 0, 1, 3, 1, 0, 1, 0, 3, 3, 2, 2, 3, 3, 0, 2, 1, 2, 0, 0, 0, 3, 1, 1, 0, 3, 3, 2, 3, 2, 3, 3, 0, 2]"
"[526, 956, 280]","[1, 1, 3, 2, 2, 0, 1, 0, 2, 0, 3, 1, 0, 0, 0, 3, 3, 1, 1, 1, 0, 2, 0, 1, 1, 3, 2, 0, 1, 0, 2, 2, 2, 1, 2, 3, 3, 2, 3, 1, 3, 3, 0, 2, 2, 2, 2, 3, 3, 0, 2, 1, 3, 3, 1, 2, 3, 1, 1, 2, 1, 2, 2, 3, 1, 0, 1, 3, 0, 2, 0, 0, 1, 3, 0, 2, 1, 3, 3, 2, 2, 0, 3, 3, 1, 1, 0, 1, 2, 3, 1, 2, 1, 1, 2, 2, 1, 3, 0, 3]"
"[707, 372, 618, 427, 239]","[1, 3, 0, 1, 0, 0, 2, 1, 1, 1, 3, 1, 0, 3, 1, 0, 1, 1, 2, 2, 1, 0, 0, 1, 3, 3, 0, 1, 1, 1, 2, 2, 1, 0, 0, 1, 3, 0, 3, 0, 0, 3, 3, 0, 2, 1, 0, 2, 3, 1, 1, 2, 0, 0, 2, 3, 1, 3, 3, 3, 0, 3, 3, 3, 3, 3, 1, 2, 3, 3, 0, 2, 0, 3, 1, 0, 0, 3, 1, 3, 3, 2, 3, 3, 3, 3, 3, 1, 1, 0, 2, 1, 1, 2, 2, 2, 1, 2, 3, 1]"
"[469, 105, 738, 335, 514]","[1, 0, 2, 2, 1, 1, 1, 2, 3, 2, 0, 2, 2, 2, 1, 0, 3, 1, 3, 2, 2, 3, 1, 2, 1, 3, 1, 3, 1, 1, 3, 1, 1, 2, 3, 1, 0, 0, 1, 2, 2, 1, 2, 0, 1, 3, 0, 1, 0, 2, 0, 1, 2, 3, 2, 3, 1, 2, 3, 0, 1, 1, 0, 2, 3, 3, 1, 0, 2, 0, 2, 3, 2, 0, 2, 3, 1, 3, 2, 2, 2, 0, 1, 2, 1, 1, 1, 0, 2, 0, 1, 2, 0, 0, 2, 2, 2, 2, 0, 0]"
"[899, 796, 867, 694]","[0, 3, 2, 1, 2, 3, 0, 3, 3, 1, 1, 2, 2, 3, 3, 3, 3, 1, 1, 0, 1, 0, 2, 2, 0, 1, 0, 1, 3, 1, 2, 0, 3, 1, 3, 0, 0, 0, 0, 3, 0, 1, 1, 3, 3, 1, 2, 0, 2, 0, 0, 1, 1, 0, 2, 3, 1, 0, 1, 0, 0, 0, 0, 1, 0, 3, 0, 3, 3, 0, 1, 3, 2, 2, 3, 3, 2, 1, 0, 0, 2, 0, 3, 3, 0, 2, 3, 3, 3, 3, 1, 3, 2, 2, 0, 2, 1, 3, 2, 3]"
"[176, 530, 771, 87]","[0, 1, 1, 3, 3, 1, 2, 2, 3, 0, 3, 1, 2, 2, 2, 2, 0, 2, 2, 3, 1, 3, 2, 3, 1, 3, 1, 3, 2, 3, 0, 0, 3, 0, 2, 1, 0, 0, 3, 3, 2, 2, 1, 0, 3, 0, 2, 1, 1, 0, 0, 0, 1, 2, 0, 0, 2, 3, 1, 2, 2, 3, 0, 0, 1, 1, 2, 2, 0, 1, 3, 2, 0, 1, 2, 2, 2, 1, 2, 3, 0, 0, 2, 0, 2, 3, 0, 0, 1, 1, 2, 3, 0, 0, 1, 3, 0, 3, 3, 3]"
"[666, 427, 826, 256, 807]","[1, 3, 1, 1, 3, 0, 2, 2, 3, 0, 2, 3, 3, 2, 0, 0, 2, 1, 2, 3, 1, 0, 1, 0, 3, 3, 0, 3, 0, 3, 1, 0, 0, 0, 3, 3, 1, 3, 2, 0, 3, 1, 2, 3, 1, 2, 3, 1, 0, 0, 1, 2, 2, 1, 0, 1, 0, 0, 1, 1, 0, 2, 3, 1, 1, 3, 0, 3, 1, 3, 0, 0, 0, 2, 0, 2, 2, 2, 0, 1, 1, 0, 0, 2, 2, 1, 0, 2, 3, 2, 0, 2, 3, 0, 3, 3, 2, 0, 3, 0]"
"[329, 863, 206, 135, 955]","[1, 0, 0, 0, 2, 2, 3, 1, 0, 3, 0, 0, 0, 2, 0, 1, 3, 3, 1, 0, 2, 3, 3, 3, 0, 0, 1, 1, 3, 0, 0, 0, 3, 3, 2, 3, 1, 0, 2, 1, 3, 1, 0, 0, 3, 2, 0, 1, 1, 2, 3, 0, 3, 0, 3, 0, 1, 1, 3, 2, 0, 3, 3, 1, 2, 1, 1, 1, 3, 3, 3, 0, 0, 3, 1, 0, 1, 3, 0, 0, 1, 3, 1, 2, 2, 3, 1, 2, 2, 3, 2, 1, 0, 2, 2, 3, 2, 0, 3, 1]"
"[266, 227, 901, 541]","[1, 2, 0, 1, 1, 2, 3, 0, 3, 0, 2, 1, 1, 2, 2, 2, 0, 0, 3, 2, 1, 0, 2, 3, 1, 2, 1, 0, 1, 3, 2, 3, 0, 2, 0, 3, 2, 0, 1, 2, 0, 1, 1, 0, 0, 3, 3, 3, 1, 2, 2, 2, 0, 2, 3, 0, 2, 1, 0, 0, 3, 3, 0, 2, 2, 3, 1, 1, 3, 1, 1, 2, 1, 0, 3, 3, 1, 0, 2, 0, 1, 1, 2, 1, 3, 2, 0, 3, 1, 0, 0, 0, 1, 0, 1, 3, 0, 3, 2, 0]"
[78],"[0, 3, 0, 3, 2, 1, 2, 0, 2, 1, 0, 3, 0, 3, 1, 2, 2, 1, 2, 0, 2, 1, 2, 2, 2, 1, 3, 1, 2, 2, 0, 1, 1, 2, 3, 1, 3, 0, 3, 0, 3, 3, 1, 1, 0, 1, 0, 1, 2, 3, 1, 0, 2, 0, 1, 2, 2, 3, 3, 1, 0, 1, 1, 0, 1, 2, 3, 1, 1, 2, 3, 2, 1, 1, 2, 1, 0, 1, 0, 2, 3, 2, 2, 0, 3, 0, 3, 3, 0, 2, 0, 0, 0, 0, 0, 0, 3, 1, 1, 2]"
"[595, 725, 643, 645]","[0, 0, 2, 1, 0, 3, 3, 0, 2, 2, 3, 0, 0, 2, 2, 0, 3, 1, 3, 0, 1, 2, 1, 3, 1, 0, 2, 2, 1, 0, 2, 1, 0, 3, 2, 3, 2, 1, 2, 2, 0, 1, 3, 0, 1, 0, 2, 0, 2, 0, 1, 2, 0, 1, 0, 3, 0, 0, 3, 3, 1, 2, 0, 2, 1, 2, 0, 0, 0, 1, 0, 0, 2, 0, 2, 3, 3, 3, 2, 3, 0, 0, 1, 1, 1, 0, 3, 1, 3, 1, 2, 3, 2, 2, 3, 2, 0, 2, 2, 0]"
"[983, 95, 535, 110]","[3, 1, 0, 2, 2, 0, 1, 1, 0, 1, 3, 3, 3, 3, 2, 3, 0, 0, 0, 2, 1, 3, 2, 3, 0, 3, 3, 3, 1, 3, 1, 1, 1, 1, 3, 1, 0, 1, 2, 3, 3, 1, 3, 2, 1, 3, 2, 1, 3, 2, 0, 0, 0, 2, 1, 1, 1, 0, 0, 1, 2, 2, 1, 1, 0, 1, 2, 3, 2, 1, 3, 3, 3, 3, 3, 0, 1, 1, 3, 1, 1, 2, 3, 0, 2, 1, 0, 2, 1, 1, 2, 0, 3, 1, 0, 3, 3, 2, 0, 0]"
[240],"[1, 3, 0, 0, 0, 2, 2, 0, 3, 3, 3, 0, 2, 3, 3, 3, 2, 0, 3, 2, 2, 1, 2, 0, 1, 0, 0, 0, 1, 0, 3, 1, 0, 0, 3, 3, 3, 2, 1, 1, 3, 1, 2, 0, 0, 1, 3, 2, 2, 2, 2, 3, 3, 0, 3, 3, 0, 2, 0, 0, 3, 2, 2, 2, 1, 0, 3, 1, 1, 2, 1, 2, 2, 3, 2, 1, 2, 0, 0, 0, 0, 2, 2, 0, 1, 2, 2, 3, 0, 2, 1, 2, 2, 0, 2, 1, 3, 2, 1, 0]"
[893],"[2, 0, 3, 1, 2, 1, 2, 0, 3, 1, 1, 3, 1, 0, 2, 0, 2, 2, 0, 0, 3, 0, 2, 0, 0, 0, 0, 3, 3, 3, 2, 3, 3, 0, 3, 2, 1, 2, 0, 1, 0, 2, 2, 0, 3, 1, 3, 1, 1, 2, 2, 0, 0, 2, 3, 2, 2, 0, 2, 3, 3, 3, 1, 1, 1, 0, 1, 3, 2, 2, 1, 3, 0, 1, 3, 1, 2, 0, 1, 1, 0, 0, 3, 2, 3, 3, 1, 2, 2, 1, 2, 1, 1, 0, 1, 0, 2, 1, 0, 3]"
[222],"[1, 3, 1, 1, 3, 1, 3, 0, 1, 0, 2, 0, 3, 1, 1, 3, 2, 1, 2, 0, 2, 0, 3, 1, 2, 2, 3, 0, 3, 2, 3, 3, 0, 2, 2, 2, 2, 0, 3, 3, 2, 1, 1, 3, 2, 2, 1, 3, 2, 0, 0, 0, 2, 2, 3, 0, 0, 3, 1, 1, 1, 0, 0, 3, 1, 2, 0, 1, 1, 0, 3, 2, 2, 2, 2, 2, 0, 2, 2, 1, 0, 3, 3, 2, 1, 3, 3, 0, 3, 2, 0, 3, 2, 1, 3, 2, 2, 0, 0, 1]"
[409],"[0, 3, 3, 1, 0, 1, 0, 1, 3, 0, 0, 1, 0, 2, 0, 2, 3, 1, 1, 1, 3, 1, 1, 3, 0, 2, 1, 0, 3, 2, 2, 3, 1, 2, 3, 1, 0, 3, 3, 0, 2, 3, 3, 2, 1, 3, 3, 1, 0, 2, 3, 3, 2, 2, 1, 3, 3, 1, 0, 2, 2, 2, 3, 3, 3, 3, 0, 2, 1, 3, 2, 2, 2, 1, 2, 0, 2, 1, 3, 2, 1, 3, 2, 0, 2, 3, 2, 3, 3, 1, 3, 0, 2, 2, 0, 0, 3, 0, 1, 3]"
"[724, 467, 945]","[0, 1, 2, 3, 2, 2, 1, 1, 2, 0, 2, 3, 1, 0, 3, 2, 0, 0, 0, 0, 3, 3, 1, 3, 1, 2, 1, 3, 3, 2, 2, 2, 1, 0, 2, 3, 0, 1, 2, 3, 3, 0, 2, 2, 2, 1, 0, 3, 3, 3, 2, 3, 2, 2, 0, 3, 1, 1, 1, 2, 1, 2, 2, 2, 3, 0, 1, 0, 0, 1, 3, 3, 2, 3, 1, 1, 0, 0, 0, 2, 1, 2, 3, 3, 0, 1, 1, 3, 3, 3, 1, 1, 3, 0, 3, 2, 0, 1, 3, 3]"
"[776, 384, 859, 972]","[0, 3, 1, 3, 2, 1, 3, 2, 2, 1, 3, 3, 1, 2, 3, 0, 2, 0, 3, 1, 2, 1, 2, 1, 2, 3, 2, 1, 2, 2, 2, 3, 0, 1, 2, 3, 3, 3, 2, 3, 0, 1, 3, 2, 0, 1, 1, 2, 2, 2, 3, 0, 3, 3, 0, 3, 1, 0, 3, 0, 3, 1, 3, 0, 1, 2, 1, 1, 3, 3, 0, 2, 2, 3, 2, 3, 0, 2, 0, 1, 2, 3, 2, 1, 0, 3, 1, 1, 1, 1, 3, 1, 0, 0, 2, 0, 0, 1, 3, 1]"
"[147, 495, 885]","[1, 3, 3, 2, 2, 3, 0, 3, 3, 3, 0, 2, 2, 0, 3, 1, 3, 3, 0, 1, 0, 1, 0, 2, 3, 2, 3, 2, 1, 3, 2, 0, 0, 3, 1, 3, 0, 2, 1, 1, 3, 0, 2, 2, 2, 3, 2, 2, 0, 2, 2, 3, 3, 0, 1, 0, 1, 2, 0, 3, 2, 3, 3, 1, 3, 1, 2, 0, 0, 1, 3, 2, 3, 0, 1, 2, 2, 0, 0, 0, 0, 2, 1, 1, 3, 3, 3, 2, 1, 2, 3, 3, 2, 3, 1, 1, 0, 2, 3, 2]"
"[506, 167, 798, 884, 270]","[1, 3, 2, 3, 3, 3, 1, 0, 3, 3, 1, 2, 0, 2, 3, 2, 2, 3, 0, 0, 2, 3, 3, 2, 3, 3, 0, 1, 2, 0, 1, 1, 0, 3, 1, 3, 1, 1, 1, 0, 0, 1, 0, 2, 3, 0, 3, 1, 1, 1, 0, 0, 0, 0, 0, 1, 3, 0, 2, 3, 1, 2, 2, 0, 0, 2, 3, 0, 2, 3, 0, 2, 2, 2, 2, 1, 0, 0, 0, 0, 2, 1, 3, 1, 3, 3, 2, 1, 1, 1, 3, 2, 3, 2, 0, 0, 1, 1, 3, 3]"
"[812, 137, 820]","[3, 0, 0, 3, 1, 1, 2, 2, 1, 0, 2, 2, 0, 2, 1, 1, 1, 1, 3, 2, 0, 0, 1, 1, 3, 0, 2, 0, 0, 2, 2, 0, 2, 1, 0, 1, 0, 0, 2, 2, 3, 0, 1, 2, 3, 3, 1, 3, 1, 1, 1, 2, 0, 0, 3, 3, 0, 0, 3, 2, 0, 0, 3, 2, 2, 3, 1, 0, 3, 3, 3, 0, 1, 2, 0, 3, 0, 3, 3, 1, 3, 3, 1, 3, 0, 2, 3, 3, 1, 0, 0, 2, 0, 0, 3, 2, 2, 1, 0, 2]"
"[971, 333]","[0, 3, 0, 2, 0, 0, 2, 2, 1, 0, 0, 3, 0, 3, 2, 2, 1, 3, 2, 0, 2, 1, 3, 0, 2, 3, 0, 3, 0, 3, 0, 1, 0, 1, 2, 3, 0, 0, 1, 1, 2, 0, 1, 1, 2, 0, 1, 1, 2, 2, 1, 3, 3, 3, 0, 0, 1, 3, 0, 1, 0, 1, 2, 0, 1, 1, 1, 0, 3, 1, 2, 1, 3, 2, 1, 1, 1, 2, 2, 3, 2, 3, 0, 2, 0, 3, 1, 3, 1, 1, 3, 3, 0, 0, 0, 2, 2, 1, 2, 0]"
"[287, 45, 593]","[2, 2, 2, 1, 2, 3, 2, 1, 0, 1, 0, 0, 1, 0, 3, 3, 0, 1, 1, 0, 2, 1, 3, 0, 2, 3, 3, 0, 3, 2, 1, 1, 1, 3, 1, 0, 0, 2, 1, 0, 0, 1, 1, 3, 0, 3, 0, 3, 3, 2, 3, 0, 0, 3, 2, 3, 0, 0, 2, 2, 0, 3, 1, 1, 0, 2, 2, 3, 3, 2, 2, 1, 1, 3, 1, 3, 1, 1, 1, 0, 3, 2, 3, 0, 3, 3, 3, 1, 1, 3, 2, 2, 1, 1, 0, 2, 2, 1, 1, 3]"
"[352, 946, 785, 38]","[2, 0, 2, 0, 3, 2, 2, 2, 3, 3, 0, 2, 1, 0, 0, 0, 1, 0, 0, 1, 2, 1, 1, 1, 3, 2, 2, 0, 0, 0, 3, 2, 1, 2, 2, 3, 0, 1, 0, 2, 3, 3, 2, 1, 2, 1, 3, 2, 3, 1, 0, 2, 3, 0, 2, 2, 3, 1, 2, 3, 0, 3, 1, 2, 0, 2, 0, 2, 0, 2, 2, 1, 2, 0, 0, 3, 1, 2, 1, 1, 2, 1, 3, 1, 3, 0, 0, 0, 3, 0, 1, 2, 3, 0, 2, 1, 0, 0, 3, 0]"
[868],"[0, 1, 0, 2, 1, 2, 1, 3, 1, 3, 0, 2, 2, 1, 3, 2, 3, 2, 1, 0, 1, 2, 0, 1, 3, 0, 2, 1, 0, 1, 3, 0, 3, 2, 2, 2, 1, 0, 0, 0, 1, 0, 0, 0, 2, 1, 0, 2, 0, 3, 1, 1, 3, 2, 2, 1, 0, 0, 2, 0, 1, 2, 1, 1, 2, 0, 2, 1, 3, 2, 0, 0, 0, 0, 3, 3, 1, 3, 1, 1, 1, 1, 0, 3, 2, 2, 2, 1, 0, 2, 3, 2, 3, 1, 3, 3, 3, 3, 2, 2]"
"[720, 363, 529, 273, 504]","[0, 1, 0, 2, 0, 2, 2, 1, 2, 3, 3, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 2, 3, 3, 1, 0, 3, 1, 3, 2, 1, 2, 0, 0, 2, 3, 3, 0, 0, 0, 3, 3, 2, 1, 0, 2, 2, 3, 3, 0, 3, 1, 1, 1, 1, 0, 1, 0, 3, 3, 1, 2, 0, 3, 3, 0, 1, 2, 3, 3, 1, 2, 1, 0, 2, 3, 0, 1, 2, 3, 3, 0, 2, 0, 1, 1, 0, 1, 0, 3, 2, 1, 3, 0, 0, 2, 0, 1, 3, 2]"
"[912, 642, 350, 942, 186]","[1, 1, 2, 1, 2, 1, 1, 1, 1, 0, 2, 3, 0, 3, 3, 0, 1, 2, 1, 1, 1, 1, 1, 2, 3, 3, 2, 3, 0, 1, 3, 2, 0, 2, 3, 1, 3, 0, 1, 2, 3, 0, 3, 0, 1, 2, 0, 3, 1, 1, 3, 2, 3, 0, 0, 3, 0, 2, 0, 3, 1, 0, 3, 0, 2, 3, 2, 3, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 3, 1, 1, 3, 3, 2, 0, 2, 3, 2, 2, 0, 1, 2, 0, 0, 3, 2, 0, 2]"
"[342, 314, 496, 633, 42]","[2, 3, 1, 1, 1, 1, 3, 1, 3, 1, 1, 2, 2, 1, 3, 0, 2, 0, 0, 3, 2, 0, 0, 3, 0, 2, 2, 0, 2, 3, 0, 1, 1, 2, 1, 3, 2, 1, 2, 3, 1, 0, 3, 0, 3, 0, 1, 0, 0, 1, 0, 2, 3, 1, 2, 2, 1, 3, 0, 3, 3, 0, 2, 1, 1, 0, 3, 1, 1, 0, 0, 0, 0, 0, 3, 0, 1, 3, 3, 2, 2, 3, 3, 3, 0, 2, 2, 0, 1, 0, 1, 3, 3, 1, 1, 2, 2, 1, 2, 2]"
"[704, 313, 439]","[2, 0, 3, 2, 0, 1, 3, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 0, 1, 2, 0, 0, 2, 3, 3, 3, 3, 2, 1, 3, 3, 3, 3, 0, 3, 2, 1, 1, 0, 3, 3, 1, 0, 1, 0, 2, 0, 0, 2, 2, 2, 2, 3, 3, 0, 0, 0, 0, 3, 1, 1, 2, 1, 0, 2, 1, 0, 3, 2, 2, 1, 2, 2, 2, 0, 3, 3, 0, 2, 1, 0, 1, 1, 0, 1, 2, 1, 2, 3, 0, 3, 2, 0, 0, 3, 2, 1, 1, 0, 2]"
"[303, 555]","[3, 3, 0, 3, 3, 2, 1, 3, 2, 1, 3, 1, 0, 0, 0, 1, 3, 3, 3, 0, 3, 2, 1, 0, 1, 3, 0, 3, 2, 2, 3, 2, 2, 1, 0, 2, 3, 0, 2, 3, 2, 3, 2, 0, 1, 3, 1, 2, 1, 3, 1, 3, 1, 1, 0, 2, 3, 0, 1, 0, 3, 2, 1, 3, 0, 3, 0, 1, 3, 2, 1, 0, 1, 2, 0, 3, 3, 2, 0, 2, 2, 0, 1, 1, 0, 2, 1, 3, 1, 2, 2, 0, 2, 3, 1, 1, 2, 3, 0, 2]"
