fav_partners,project_prefs
[442],"[1, 3, 2, 0, 2, 0, 1, 2, 1, 0, 3, 1, 0, 2, 3, 2, 1, 1, 2, 0, 2, 2, 0, 2, 1, 0, 1, 1, 0, 2, 2, 3, 3, 1, 3, 3, 3, 0, 2, 0, 1, 0, 2, 2, 0, 1, 0, 0, 0, 3, 2, 2, 3, 0, 0, 1, 3, 2, 0, 3, 2, 2, 0, 1, 1, 3, 2, 1, 3, 3, 1, 2, 2, 2, 2, 2, 1, 2, 0, 2, 1, 0, 0, 1, 1, 2, 0, 3, 2, 1, 2, 2, 2, 3, 2, 3, 0, 3, 3, 3]"
"[484, 511, 744]","[1, 0, 1, 1, 1, 3, 1, 3, 2, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 2, 2, 3, 3, 3, 0, 2, 2, 0, 1, 0, 1, 3, 2, 3, 0, 2, 2, 2, 0, 1, 3, 3, 3, 0, 0, 0, 2, 0, 2, 0, 1, 1, 2, 2, 0, 2, 1, 3, 3, 2, 0, 0, 1, 1, 2, 2, 1, 0, 2, 3, 1, 3, 0, 2, 0, 3, 2, 3, 2, 2, 1, 0, 0, 2, 1, 0, 2, 0, 1, 0, 0, 0, 1, 1, 0, 0, 2, 3, 3, 0]"
"[15, 539, 385, 124]","[0, 3, 0, 2, 2, 3, 2, 3, 2, 3, 0, 2, 2, 1, 1, 1, 0, 2, 3, 1, 0, 0, 1, 0, 0, 2, 0, 3, 0, 2, 0, 0, 3, 2, 3, 1, 3, 2, 2, 1, 0, 2, 0, 2, 3, 3, 0, 1, 0, 3, 1, 0, 1, 3, 3, 3, 1, 1, 2, 0, 3, 1, 3, 3, 1, 3, 1, 0, 3, 2, 1, 2, 1, 1, 0, 3, 0, 3, 3, 1, 0, 3, 1, 2, 1, 0, 3, 2, 2, 2, 1, 1, 2, 3, 1, 2, 1, 0, 1, 1]"
"[94, 243, 220]","[1, 3, 3, 3, 0, 2, 2, 2, 1, 3, 1, 2, 1, 0, 0, 3, 1, 1, 2, 3, 2, 3, 1, 0, 2, 2, 1, 0, 1, 0, 3, 0, 0, 1, 0, 1, 3, 0, 1, 0, 2, 2, 1, 2, 0, 0, 3, 2, 2, 1, 1, 2, 2, 1, 3, 1, 3, 1, 2, 3, 2, 3, 2, 0, 1, 0, 3, 2, 2, 0, 1, 1, 0, 3, 0, 1, 3, 2, 1, 3, 0, 1, 1, 0, 0, 0, 3, 1, 1, 1, 0, 3, 0, 1, 2, 2, 2, 1, 1, 2]"
"[59, 57, 938, 106, 900]","[3, 0, 2, 2, 1, 3, 2, 2, 1, 0, 1, 1, 1, 1, 1, 2, 1, 2, 3, 2, 0, 2, 3, 0, 3, 1, 3, 2, 1, 1, 1, 2, 3, 1, 1, 3, 2, 0, 0, 2, 1, 0, 2, 3, 0, 3, 1, 2, 0, 2, 3, 2, 1, 3, 2, 0, 3, 2, 0, 3, 3, 3, 2, 3, 1, 1, 1, 2, 2, 0, 3, 0, 1, 3, 0, 0, 2, 2, 0, 3, 2, 3, 1, 0, 1, 2, 2, 0, 0, 0, 3, 2, 0, 3, 3, 1, 1, 2, 3, 0]"
"[913, 695, 81, 542]","[2, 0, 2, 2, 2, 0, 1, 2, 1, 3, 1, 0, 2, 2, 0, 2, 1, 2, 2, 0, 3, 3, 1, 1, 1, 3, 3, 3, 2, 2, 1, 0, 3, 2, 3, 1, 0, 0, 3, 1, 0, 3, 2, 0, 3, 0, 0, 3, 2, 2, 0, 3, 1, 0, 1, 3, 1, 0, 0, 3, 1, 3, 3, 2, 1, 1, 1, 2, 3, 1, 2, 1, 2, 2, 1, 0, 1, 2, 0, 0, 3, 0, 0, 0, 2, 2, 0, 1, 0, 1, 2, 2, 0, 1, 1, 0, 0, 3, 1, 1]"
"[74, 676]","[2, 3, 3, 1, 2, 2, 3, 1, 1, 3, 2, 2, 2, 1, 0, 0, 3, 2, 2, 0, 0, 3, 3, 2, 2, 1, 3, 3, 1, 1, 2, 3, 0, 3, 0, 3, 1, 1, 3, 1, 1, 0, 2, 1, 1, 3, 3, 3, 1, 3, 3, 0, 1, 3, 1, 1, 0, 0, 2, 2, 2, 3, 0, 1, 0, 1, 2, 1, 2, 0, 0, 0, 0, 3, 1, 1, 1, 0, 0, 1, 1, 0, 0, 2, 2, 2, 3, 1, 1, 1, 0, 0, 2, 3, 2, 0, 1, 0, 1, 1]"
"[933, 232, 678, 743]","[3, 1, 2, 2, 2, 1, 0, 0, 3, 2, 0, 0, 2, 1, 1, 0, 0, 2, 0, 3, 3, 3, 2, 0, 1, 3, 1, 1, 1, 2, 1, 1, 3, 2, 0, 0, 3, 3, 2, 3, 3, 0, 3, 1, 2, 2, 2, 3, 1, 1, 1, 1, 3, 2, 3, 0, 2, 2, 2, 1, 0, 3, 0, 2, 3, 0, 3, 2, 1, 3, 1, 0, 1, 2, 0, 2, 2, 0, 3, 3, 3, 1, 3, 0, 1, 2, 3, 2, 0, 0, 1, 2, 0, 3, 1, 1, 1, 2, 1, 2]"
"[241, 793]","[1, 0, 2, 1, 1, 3, 0, 2, 3, 3, 0, 1, 3, 2, 2, 1, 1, 2, 3, 1, 2, 3, 2, 2, 0, 2, 2, 3, 2, 3, 0, 3, 2, 2, 0, 3, 2, 1, 3, 1, 3, 0, 0, 2, 2, 1, 0, 3, 3, 1, 0, 3, 3, 1, 2, 2, 1, 0, 2, 3, 2, 0, 3, 1, 3, 1, 1, 2, 1, 0, 0, 2, 3, 2, 3, 2, 0, 3, 1, 2, 1, 1, 0, 0, 0, 0, 3, 2, 3, 3, 1, 3, 1, 2, 0, 2, 3, 2, 0, 3]"
"[195, 0, 173, 161]","[1, 1, 2, 0, 1, 0, 1, 2, 1, 0, 3, 1, 0, 2, 3, 2, 1, 1, 2, 0, 3, 2, 2, 2, 3, 0, 1, 1, 0, 2, 2, 3, 3, 1, 3, 3, 2, 0, 2, 0, 1, 0, 2, 0, 0, 1, 0, 0, 0, 3, 2, 2, 2, 0, 0, 1, 3, 3, 2, 3, 0, 0, 0, 1, 1, 3, 2, 1, 3, 3, 2, 2, 2, 2, 2, 3, 1, 2, 0, 2, 1, 2, 0, 2, 1, 3, 0, 3, 1, 1, 2, 2, 3, 3, 2, 3, 0, 3, 3, 3]"
"[141, 318, 953, 55]","[1, 2, 0, 2, 1, 0, 0, 1, 3, 2, 1, 0, 1, 2, 1, 1, 1, 1, 3, 1, 3, 1, 3, 3, 3, 1, 1, 2, 3, 3, 0, 0, 2, 2, 0, 0, 3, 0, 1, 2, 0, 3, 0, 2, 2, 0, 2, 2, 3, 0, 2, 0, 1, 3, 0, 1, 3, 1, 3, 3, 0, 2, 2, 3, 3, 1, 2, 3, 2, 3, 2, 1, 3, 3, 1, 1, 3, 1, 3, 2, 0, 2, 1, 0, 3, 3, 0, 2, 2, 0, 0, 0, 1, 0, 2, 0, 3, 1, 2, 1]"
"[315, 483]","[0, 3, 0, 2, 3, 1, 3, 3, 3, 0, 0, 0, 0, 0, 2, 3, 0, 0, 0, 0, 3, 2, 0, 3, 0, 0, 1, 0, 2, 3, 2, 2, 1, 3, 1, 2, 0, 1, 1, 3, 1, 1, 1, 1, 1, 0, 2, 2, 0, 1, 2, 2, 0, 2, 0, 3, 1, 3, 1, 3, 3, 0, 1, 3, 0, 0, 0, 1, 1, 3, 2, 2, 3, 0, 1, 2, 3, 2, 3, 2, 0, 2, 2, 0, 2, 3, 2, 1, 2, 1, 0, 3, 0, 0, 0, 0, 0, 1, 0, 1]"
[494],"[1, 2, 3, 0, 1, 2, 0, 0, 0, 3, 1, 2, 2, 0, 2, 1, 3, 3, 3, 0, 2, 0, 1, 0, 3, 2, 2, 2, 2, 0, 3, 0, 1, 1, 3, 2, 0, 3, 0, 2, 3, 3, 2, 2, 3, 2, 1, 3, 1, 0, 2, 2, 1, 2, 2, 3, 3, 0, 1, 2, 2, 3, 1, 2, 0, 1, 2, 3, 3, 3, 2, 2, 2, 1, 0, 2, 2, 1, 2, 1, 0, 3, 1, 3, 0, 2, 0, 2, 3, 3, 1, 1, 3, 0, 0, 1, 3, 3, 0, 2]"
"[167, 711]","[1, 2, 3, 2, 2, 2, 2, 1, 3, 3, 1, 1, 0, 2, 2, 1, 2, 2, 0, 1, 3, 0, 1, 3, 3, 2, 2, 0, 1, 2, 3, 0, 1, 2, 1, 1, 3, 0, 1, 1, 2, 1, 1, 3, 3, 2, 3, 0, 2, 3, 0, 1, 1, 3, 1, 3, 3, 2, 2, 1, 2, 1, 2, 0, 1, 2, 1, 1, 3, 2, 1, 1, 0, 2, 3, 0, 1, 0, 1, 1, 3, 1, 3, 3, 1, 3, 3, 3, 3, 1, 1, 2, 2, 1, 3, 3, 3, 2, 1, 0]"
[417],"[0, 2, 3, 3, 1, 1, 1, 1, 3, 0, 3, 3, 0, 2, 3, 2, 3, 0, 2, 1, 3, 0, 2, 2, 1, 1, 2, 0, 1, 2, 2, 1, 2, 2, 2, 3, 0, 0, 1, 1, 0, 0, 0, 0, 2, 1, 2, 3, 1, 2, 2, 3, 3, 3, 3, 2, 1, 2, 0, 1, 3, 1, 3, 0, 3, 3, 3, 2, 0, 3, 0, 0, 3, 1, 0, 0, 2, 2, 3, 3, 0, 2, 3, 0, 2, 1, 2, 1, 0, 0, 2, 2, 2, 1, 1, 2, 3, 3, 2, 1]"
[2],"[0, 3, 0, 3, 1, 3, 2, 3, 3, 3, 0, 0, 2, 1, 0, 3, 0, 0, 3, 0, 0, 1, 1, 0, 0, 0, 2, 0, 0, 2, 0, 0, 3, 2, 3, 1, 3, 2, 2, 1, 3, 2, 0, 2, 3, 3, 0, 1, 0, 3, 1, 0, 1, 3, 3, 3, 1, 1, 3, 0, 3, 1, 1, 3, 1, 3, 1, 0, 3, 2, 1, 2, 1, 2, 2, 3, 0, 3, 3, 1, 3, 2, 2, 1, 1, 0, 3, 2, 2, 2, 1, 1, 2, 3, 0, 2, 1, 0, 1, 1]"
