fav_partners,project_prefs
"[544, 611]","[0, 2, 2, 1, 1, 1, 0, 2, 0, 2, 2, 0, 3, 0, 3, 3, 3, 1, 1, 2, 3, 1, 2, 3, 2, 3, 2, 2, 3, 2, 2, 0, 2, 1, 0, 1, 3, 1, 0, 3, 2, 3, 1, 2, 3, 0, 0, 1, 3, 2, 1, 2, 3, 3, 0, 2, 0, 3, 0, 1, 0, 3, 0, 2, 1, 0, 0, 3, 3, 2, 3, 1, 3, 3, 1, 0, 1, 2, 2, 1, 0, 1, 0, 0, 0, 2, 2, 1, 0, 3, 2, 0, 3, 3, 1, 1, 1, 3, 0, 1]"
[970],"[2, 0, 0, 0, 0, 3, 0, 1, 0, 1, 3, 0, 0, 2, 0, 1, 1, 0, 1, 0, 2, 2, 1, 1, 1, 2, 1, 2, 3, 1, 2, 2, 1, 0, 0, 2, 2, 1, 1, 3, 2, 2, 0, 3, 3, 2, 0, 2, 1, 0, 0, 0, 1, 1, 2, 0, 2, 1, 2, 2, 3, 0, 2, 1, 2, 3, 3, 0, 2, 3, 3, 3, 0, 3, 1, 3, 2, 3, 3, 0, 3, 2, 2, 2, 0, 0, 0, 2, 1, 0, 0, 1, 3, 1, 0, 2, 2, 2, 1, 0]"
"[264, 631, 533, 912, 201]","[1, 3, 1, 1, 1, 3, 0, 3, 3, 3, 2, 3, 1, 1, 0, 0, 1, 2, 2, 1, 3, 2, 3, 3, 1, 3, 2, 2, 2, 2, 0, 2, 2, 0, 2, 3, 3, 2, 3, 2, 1, 0, 3, 2, 0, 1, 2, 2, 3, 3, 3, 3, 1, 3, 1, 0, 3, 2, 0, 0, 3, 1, 2, 0, 0, 1, 3, 0, 3, 2, 1, 1, 1, 1, 1, 1, 2, 1, 3, 2, 2, 3, 3, 2, 2, 1, 0, 0, 1, 0, 2, 1, 1, 0, 1, 2, 2, 0, 1, 3]"
"[558, 32, 750, 503, 163]","[2, 1, 0, 2, 1, 2, 2, 2, 0, 3, 2, 3, 2, 3, 0, 0, 1, 3, 1, 1, 1, 1, 3, 1, 3, 3, 0, 1, 1, 1, 2, 1, 3, 1, 2, 2, 1, 1, 0, 2, 0, 0, 1, 1, 3, 0, 1, 0, 1, 0, 2, 1, 1, 3, 0, 1, 2, 2, 1, 3, 1, 1, 0, 3, 1, 0, 1, 1, 2, 1, 1, 1, 1, 2, 1, 2, 1, 2, 2, 2, 0, 3, 1, 3, 3, 2, 0, 0, 2, 1, 2, 0, 3, 2, 2, 1, 3, 3, 2, 1]"
[367],"[2, 3, 0, 1, 2, 3, 2, 3, 2, 0, 1, 1, 1, 3, 2, 1, 0, 1, 0, 2, 1, 2, 0, 3, 2, 3, 2, 0, 3, 0, 0, 1, 2, 1, 0, 0, 1, 3, 3, 0, 0, 2, 2, 2, 3, 0, 3, 0, 2, 1, 3, 1, 2, 2, 2, 0, 1, 3, 1, 0, 0, 1, 0, 3, 2, 2, 2, 3, 0, 3, 2, 0, 3, 0, 1, 2, 1, 1, 3, 2, 0, 2, 1, 3, 3, 1, 2, 1, 0, 1, 2, 2, 1, 0, 0, 0, 2, 1, 3, 1]"
"[877, 534, 715, 449, 493]","[0, 0, 0, 3, 2, 3, 0, 2, 0, 0, 0, 3, 1, 1, 0, 2, 0, 1, 2, 0, 2, 0, 1, 3, 0, 1, 0, 2, 1, 0, 2, 0, 3, 2, 3, 3, 2, 2, 1, 2, 1, 2, 2, 0, 2, 0, 3, 1, 0, 2, 1, 0, 2, 0, 0, 1, 2, 2, 2, 0, 1, 2, 2, 1, 1, 3, 3, 1, 0, 0, 0, 1, 3, 1, 3, 3, 2, 3, 3, 2, 0, 2, 0, 1, 1, 2, 3, 2, 2, 2, 0, 0, 2, 3, 3, 0, 3, 1, 2, 1]"
[394],"[0, 3, 0, 0, 3, 1, 2, 1, 1, 1, 2, 3, 0, 3, 1, 3, 3, 0, 3, 2, 1, 0, 2, 3, 3, 1, 0, 3, 1, 2, 3, 2, 3, 3, 3, 1, 3, 2, 3, 3, 2, 0, 3, 0, 3, 2, 3, 0, 1, 1, 3, 1, 0, 1, 0, 2, 0, 1, 3, 1, 2, 2, 2, 3, 3, 3, 1, 3, 1, 3, 0, 3, 2, 3, 0, 0, 0, 2, 2, 3, 2, 0, 3, 3, 2, 2, 0, 2, 2, 2, 2, 1, 0, 0, 2, 1, 0, 3, 1, 0]"
[484],"[2, 0, 2, 0, 2, 3, 2, 0, 3, 2, 3, 2, 2, 2, 1, 1, 1, 3, 3, 3, 1, 0, 1, 2, 3, 1, 2, 2, 2, 1, 0, 3, 3, 1, 3, 3, 2, 1, 2, 1, 3, 1, 3, 0, 1, 3, 2, 2, 0, 3, 3, 0, 2, 1, 2, 1, 1, 2, 1, 0, 3, 2, 0, 2, 2, 2, 3, 1, 0, 1, 1, 3, 0, 2, 2, 1, 1, 3, 1, 0, 1, 2, 1, 0, 2, 0, 1, 0, 1, 0, 2, 3, 2, 1, 2, 0, 3, 2, 1, 3]"
"[528, 372, 95]","[0, 0, 1, 2, 2, 3, 2, 0, 2, 0, 1, 0, 2, 2, 1, 0, 3, 0, 3, 0, 1, 2, 1, 0, 1, 0, 3, 0, 1, 1, 2, 3, 2, 3, 3, 1, 1, 3, 0, 1, 1, 1, 1, 1, 3, 3, 1, 3, 1, 1, 0, 2, 1, 2, 0, 3, 0, 2, 3, 0, 1, 3, 3, 2, 3, 2, 0, 0, 2, 2, 1, 0, 1, 3, 1, 3, 3, 3, 2, 3, 0, 2, 1, 0, 0, 3, 0, 2, 2, 0, 2, 1, 3, 1, 2, 1, 1, 1, 0, 1]"
"[84, 731, 368, 893]","[1, 1, 0, 2, 3, 3, 1, 2, 0, 2, 1, 0, 0, 2, 3, 0, 3, 2, 1, 1, 1, 0, 2, 2, 2, 1, 2, 3, 0, 0, 1, 3, 0, 1, 2, 3, 1, 0, 2, 3, 3, 2, 2, 1, 0, 1, 3, 1, 0, 0, 2, 1, 1, 2, 2, 1, 1, 2, 0, 2, 1, 1, 0, 1, 3, 0, 3, 3, 1, 0, 3, 3, 2, 3, 0, 1, 1, 0, 0, 3, 1, 1, 0, 1, 0, 3, 1, 3, 2, 1, 2, 3, 2, 0, 1, 3, 1, 2, 1, 3]"
"[542, 935, 885, 1]","[2, 0, 0, 0, 0, 1, 0, 1, 1, 1, 3, 0, 0, 2, 0, 1, 1, 0, 1, 0, 2, 1, 1, 1, 1, 0, 1, 2, 0, 1, 2, 2, 1, 0, 0, 2, 0, 1, 1, 2, 2, 2, 0, 3, 3, 2, 0, 2, 1, 0, 0, 0, 2, 1, 1, 2, 2, 1, 2, 2, 3, 0, 1, 0, 2, 3, 3, 0, 2, 3, 1, 3, 0, 3, 1, 3, 2, 3, 3, 0, 0, 2, 2, 2, 3, 2, 0, 2, 1, 1, 0, 0, 1, 1, 0, 2, 2, 2, 1, 0]"
[695],"[2, 1, 3, 3, 2, 3, 0, 0, 2, 3, 2, 3, 1, 1, 1, 1, 3, 2, 2, 2, 3, 2, 0, 3, 1, 2, 1, 1, 3, 2, 0, 1, 0, 0, 1, 1, 3, 2, 1, 1, 1, 0, 3, 1, 1, 2, 2, 3, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 2, 2, 2, 3, 2, 1, 0, 2, 3, 1, 2, 3, 3, 0, 1, 0, 2, 3, 0, 2, 0, 1, 1, 0, 1, 1, 1, 2, 1, 1, 0, 3, 0, 2, 2, 3, 0, 3, 2, 0, 1]"
"[236, 680]","[2, 2, 3, 2, 2, 2, 1, 3, 2, 1, 3, 2, 1, 0, 2, 3, 0, 0, 0, 3, 3, 1, 1, 0, 0, 1, 0, 2, 0, 3, 0, 0, 3, 3, 3, 1, 2, 1, 3, 1, 1, 2, 3, 1, 2, 1, 1, 0, 2, 2, 0, 3, 0, 0, 0, 2, 2, 3, 1, 3, 1, 2, 2, 0, 0, 2, 1, 3, 2, 3, 2, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 2, 3, 1, 2, 2, 0, 3, 3, 3, 3, 1, 1, 0, 0, 3, 1, 0, 1]"
"[518, 917, 46]","[3, 0, 3, 1, 2, 0, 2, 3, 1, 0, 1, 3, 1, 3, 3, 1, 3, 2, 1, 0, 1, 0, 0, 0, 1, 1, 2, 0, 2, 0, 2, 0, 0, 1, 1, 2, 0, 1, 1, 3, 0, 3, 1, 1, 1, 1, 1, 2, 1, 0, 0, 3, 1, 0, 2, 3, 0, 0, 1, 0, 2, 2, 0, 3, 2, 0, 3, 3, 1, 3, 2, 2, 0, 1, 2, 1, 1, 0, 2, 1, 0, 0, 1, 3, 1, 2, 3, 1, 0, 1, 0, 1, 1, 0, 1, 2, 2, 0, 3, 1]"
"[763, 597, 361, 964]","[1, 0, 1, 0, 2, 1, 2, 1, 2, 1, 3, 2, 2, 1, 0, 1, 1, 3, 2, 1, 1, 0, 3, 2, 1, 1, 1, 1, 1, 0, 2, 0, 2, 2, 1, 2, 3, 0, 0, 3, 1, 2, 1, 1, 3, 3, 3, 0, 2, 1, 1, 1, 3, 2, 3, 1, 1, 3, 3, 2, 1, 3, 1, 0, 2, 2, 0, 1, 3, 1, 3, 2, 3, 0, 2, 1, 1, 2, 3, 0, 2, 1, 2, 2, 1, 1, 3, 2, 0, 0, 2, 3, 0, 1, 2, 1, 1, 2, 3, 3]"
"[945, 834]","[0, 3, 2, 1, 3, 2, 3, 0, 2, 0, 1, 1, 1, 2, 0, 1, 0, 2, 0, 2, 3, 1, 1, 1, 0, 0, 3, 2, 2, 3, 1, 1, 2, 0, 3, 1, 0, 1, 2, 1, 1, 0, 3, 3, 1, 3, 1, 0, 3, 3, 3, 1, 2, 2, 2, 1, 2, 1, 1, 0, 2, 2, 2, 2, 0, 0, 3, 3, 3, 0, 1, 0, 2, 0, 1, 0, 2, 3, 1, 0, 2, 2, 3, 0, 1, 1, 2, 3, 2, 1, 2, 2, 2, 0, 0, 3, 3, 2, 3, 2]"
"[627, 588, 69, 281, 64]","[3, 0, 1, 2, 0, 1, 2, 3, 1, 3, 2, 1, 1, 0, 3, 2, 3, 1, 0, 1, 2, 2, 1, 1, 3, 3, 0, 0, 2, 1, 0, 1, 2, 0, 2, 2, 2, 2, 2, 1, 2, 1, 1, 1, 0, 2, 1, 0, 0, 3, 3, 1, 1, 3, 1, 0, 0, 2, 2, 0, 2, 0, 0, 1, 2, 0, 2, 1, 0, 1, 1, 0, 0, 3, 3, 1, 3, 3, 3, 3, 0, 1, 0, 2, 1, 0, 0, 3, 1, 2, 0, 3, 3, 3, 1, 0, 2, 1, 1, 3]"
"[731, 231, 320, 874, 3]","[2, 3, 0, 2, 2, 1, 2, 2, 2, 3, 0, 1, 2, 3, 1, 3, 1, 3, 1, 1, 1, 1, 3, 1, 3, 3, 0, 1, 1, 1, 2, 1, 3, 3, 2, 1, 1, 1, 0, 2, 0, 2, 0, 1, 3, 0, 1, 0, 1, 0, 2, 1, 1, 3, 0, 0, 2, 2, 1, 3, 1, 0, 3, 3, 1, 0, 1, 2, 0, 1, 1, 1, 1, 2, 1, 1, 3, 2, 2, 2, 0, 3, 1, 3, 3, 2, 0, 0, 1, 0, 2, 0, 3, 2, 2, 1, 2, 3, 2, 3]"
"[86, 709, 592]","[1, 0, 2, 3, 0, 1, 3, 0, 0, 1, 2, 1, 0, 0, 0, 3, 1, 3, 3, 2, 0, 0, 2, 3, 3, 1, 1, 0, 0, 0, 0, 0, 2, 2, 3, 2, 2, 3, 3, 1, 1, 2, 0, 1, 0, 0, 0, 3, 0, 3, 1, 1, 3, 3, 1, 0, 3, 1, 0, 1, 1, 3, 1, 0, 3, 0, 2, 1, 0, 0, 1, 2, 0, 2, 2, 1, 0, 1, 2, 3, 3, 0, 0, 0, 0, 3, 0, 3, 3, 3, 0, 0, 1, 2, 2, 2, 3, 1, 1, 2]"
[37],"[1, 1, 1, 3, 0, 2, 0, 2, 0, 3, 3, 2, 1, 3, 2, 1, 2, 0, 2, 3, 2, 0, 3, 1, 1, 3, 2, 2, 1, 3, 0, 3, 0, 0, 1, 2, 2, 3, 1, 0, 0, 1, 2, 0, 0, 3, 3, 0, 1, 3, 1, 3, 3, 2, 0, 3, 3, 0, 1, 3, 3, 2, 3, 0, 1, 2, 1, 1, 2, 2, 0, 3, 2, 0, 1, 3, 3, 1, 3, 3, 2, 1, 2, 0, 2, 0, 0, 2, 3, 1, 1, 2, 3, 0, 1, 2, 0, 3, 0, 2]"
"[151, 647, 657, 306]","[0, 3, 1, 2, 0, 0, 3, 3, 3, 3, 0, 2, 0, 1, 2, 1, 0, 2, 3, 0, 0, 2, 2, 2, 1, 3, 0, 1, 1, 1, 1, 1, 1, 3, 3, 3, 3, 1, 3, 0, 3, 0, 0, 0, 1, 3, 2, 0, 2, 0, 2, 3, 1, 1, 3, 3, 3, 2, 0, 1, 3, 3, 3, 1, 1, 3, 1, 1, 0, 3, 0, 2, 0, 0, 3, 1, 0, 0, 0, 2, 1, 3, 1, 1, 3, 0, 2, 2, 2, 3, 2, 3, 0, 0, 3, 2, 1, 2, 1, 0]"
[67],"[3, 2, 3, 1, 1, 1, 2, 2, 1, 1, 0, 0, 1, 2, 1, 3, 0, 0, 0, 0, 1, 3, 0, 0, 1, 1, 3, 1, 3, 1, 2, 3, 3, 3, 1, 2, 2, 0, 1, 0, 2, 0, 2, 2, 3, 3, 3, 2, 1, 0, 0, 2, 2, 3, 1, 3, 0, 2, 2, 1, 0, 2, 1, 0, 3, 2, 2, 2, 2, 0, 1, 2, 2, 1, 3, 2, 2, 0, 3, 1, 0, 2, 2, 1, 1, 2, 1, 0, 0, 0, 1, 0, 0, 2, 2, 3, 2, 1, 3, 1]"
